mal_id,title_hint,type,status,airing,score,scored_by,members,popularity,season,year,endpoint,page,accepted_by_project_rules,acceptance_reason,source
62382,Nyanchus,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
58574,Pumeog,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
61607,Shiguang Dailiren III,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64107,Boku no Hero Academia  I Am a Hero Too,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64012,The Ribbon Hero,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
60568,Jiyi Guanli Ju 2026,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62957,Bai Ri Cheng Wang,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63619,Onaji Semi no Someya-san ga Sexy Joyuu datta Hanashi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62248,Yi Nian Yong Heng  Wanjie Ji,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62079,Cyborg 009  Nemesis,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
56234,Hua Xianzi  Mofa Xiang Dui Lun,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64519,Bananya  At-Home Party,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62723,Wanmei Shijie Movie  Jiu Jie Fen Tian,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62707,Dongda Gao Wu Xueyuan,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64451,Lian Qi Shi Wan Nian Special  Yangji Tianxia,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62954,Wangu Zhizun  Li Yunxiao Zhuan,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
61619,Zeri Feisheng,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64461,You Shou Yan 6th Season,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62948,Jiaonang Jihua  Qiji,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64509,Shi Wangzhe A 6th Season,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64510,Ruguo Lishi Shi Yiqun Miao  Daming Huangchao Pian,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
55003,1LDK   JK Ikinari Doukyo Micchaku Hatsu Ecchi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64404,Muramata-san no Aijou,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64095,Harem Shima e Youkoso,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64373,Inaka ni wa Kore Kurai Shika Goraku ga Nai,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64405,Netorareta Bakunyuu Tsuma-tachi 2,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64292,Pure x Holic  Junketsu Otome to Konin Kankei The Animation,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64053,Juurin Oukoku,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64291,Sare Tsuma wa Ubawaretai,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64250,Deco x Deco The Animation,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64531,Kanojo Saimin,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64529,NTR Kishi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64530,Mujikaku na Osananajimi to Kyoumi Honi de Yattemitara The Animation,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
48820,Mahou Shoujo Madoka★Magica Movie 4  Walpurgis no Kaiten,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62312,Sekiro  No Defeat,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63819,Shibou Yuugi de Meshi wo Kuu 44  Cloudy Beach,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63423,Doko yori mo Tooi Basho ni Iru Kimi e,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63736,Sword Art Online  Unanswered  butterfly,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64019,Saishuu Gakushou Hibike Euphonium  Kouhen,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63366,Kimi to Hanabi to Yakusoku to,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62973,Wareware wa Uchuujin,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63011,Chiikawa Movie  Ningyo no Shima no Himitsu,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63973,Shiranuhi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63903,Meitantei Precure Movie  Fushigi na Niwa to 2-ri no Himitsu,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
63512,Crayon Shin-chan Movie 34  Kikikaikai Ora no Youkai Bake-shon,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64431,Majo no Tani no Yoru,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64383,Da Tang Yao Tan,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64382,Baxian,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64536,Qu Ni de Dao,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
64580,Rusuban 2026,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
62233,One Piece  Heroines,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
61546,Star Wars  Visions Presents - The Ninth Jedi,,,,,,0,999999999,summer,2026,https://myanimelist.net/anime/season,,True,mal_season_html_id_discovery,mal_html
