staff_name,staff_id_anilist,staff_favorites_mal,staff_favorites_anilist,staff_favorites,anime_count,original_creator_count,director_count,original_character_design_count,staff_roles,anime_ids,anime_titles
Peko,106110,20,5,20,5,0,0,5,Original Character Design,7590|7748|8599|10384|22785,Mayoi Neko Overrun!|Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi|Mayoi Neko Overrun! Specials|Sono Hanabira ni Kuchizuke wo: Reo x Mai Diaries|Sono Hanabira ni Kuchizuke wo: Risa x Miya Gekijou
Satoi,225672,9,20,20,4,0,0,4,Original Character Design,17513|27417|29974|33850,"Diabolik Lovers|Diabolik Lovers OVA|Diabolik Lovers More,Blood|Nil Admirari no Tenbin"
"Tsurusaki, Takahiro",124601,7,20,20,3,0,0,3,Original Character Design,37210|41623|48615,Isekai Maou to Shoukan Shoujo no Dorei Majutsu|Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω|Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω Mini Anime
"Nanase, Meruchi",108837,5,20,20,1,0,0,1,Original Character Design,23121,Jinsei
Yuugen,118317,10,20,20,1,0,0,1,Original Character Design,19369,Outbreak Company
"Hatipisu, Wan",128230,0,20,20,1,0,0,1,Original Character Design,56352,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru"
Itsuka,144503,4,20,20,1,0,0,1,Original Character Design,37972,Hoshiai no Sora
"Aoi, Toshi",191990,5,20,20,1,0,0,1,Original Character Design,58059,Tsue to Tsurugi no Wistoria
"Oniben, Katze",266426,0,20,20,1,0,0,1,Original Character Design,53725,Class de Otoko wa Boku Hitori!?
"Ooiwa, Kenji",97428,18,20,20,1,0,0,1,Original Character Design,1210,NHK ni Youkoso!
"Busters, Chouheiwa",192271,0,19,19,3,3,0,0,Original Creator,9989|28725|39569,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.|Kokoro ga Sakebitagatterunda.|Sora no Aosa wo Shiru Hito yo
"Ashida, Toyoo",110953,7,19,19,10,2,8,2,Director|Original Character Design|Original Creator,732|840|967|1358|2780|3462|6492|8547|21545|21547,Vampire Hunter D|Narue no Sekai|Hokuto no Ken|Hokuto no Ken Movie|Kyoufu no Bio Ningen Saishuu Kyoushi|Minky Momo in Yume ni Kakeru Hashi|Minky Momo in Tabidachi no Eki|Dr. Slump Movie 05: Arale-chan Hoyoyo! Yume no Miyako Mechapolis|Choubakumatsu Shounen Seiki Takamaru|Shin Choubakumatsu Shounen Seiki Takamaru
"Karasuma, Tasuku",106023,10,19,19,2,2,0,0,Original Creator,39539|40529,No Guns Life|No Guns Life 2nd Season
"Yamamoto, Atsuji",106380,7,19,19,2,2,0,0,Original Creator,2780|9324,Kyoufu no Bio Ningen Saishuu Kyoushi|Elf 17
"Sorayomi, Daichi",108271,19,11,19,2,2,0,0,Original Creator,32686|34884,Keijo!!!!!!!!|Keijo!!!!!!!! Specials
"Jones, Diana Wynne",110285,15,19,19,2,2,0,0,Original Creator,431|42143,Howl no Ugoku Shiro|Aya to Majo
"Yamamoto, Arihred",120191,0,19,19,2,2,0,0,Original Creator,38992|43470,Rikei ga Koi ni Ochita no de Shoumei shitemita.|Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart
"Tokeino, Hari",97432,17,19,19,2,2,0,0,Original Creator,35222|37959,Gakuen Babysitters|Gakuen Babysitters Special
"Yoshikawa, Hideaki",110769,16,19,19,1,1,0,0,Original Creator,15391,Kagaku na Yatsura
"Mogi, Sayaka",114757,19,13,19,1,1,0,0,Original Creator,19315,Pupa
Mitsuki,119196,9,19,19,1,1,0,0,Original Creator,33948,Hinako Note
"Takarai, Hakaru",147616,1,19,19,1,1,0,0,Original Creator,37281,Joshiochi! 2-kai kara Onnanoko ga... Futtekita!?
"Suzuki, Takaaki",148230,19,8,19,1,1,0,0,Original Story,37704,High School Fleet Movie
"Hisama, Kumako",150916,1,19,19,1,1,0,0,Original Creator,41396,Yuutousei Ayaka no Uraomote
"Tanaka, Mai",167482,10,19,19,1,1,0,0,Original Creator,57533,Youkai Gakkou no Sensei Hajimemashita!
"Futamine, Kobito",197787,0,19,19,1,1,0,0,Original Creator,48568,"Tooi Kimi ni, Boku wa Todokanai"
"Fujii, Mihona",96943,9,19,19,1,1,0,0,Original Creator,1728,Super GALS! Kotobuki Ran
"Kobayashi, Motofumi",97285,19,8,19,1,1,0,0,Original Creator,6280,Cat Shit One
"Saiki, Kumiko",99314,2,19,19,1,1,0,0,Original Creator,43691,Kageki Shoujo!!
"Kamegaki, Hajime",102502,19,9,19,28,0,28,0,Director,104|123|380|381|857|1492|1493|1559|1816|2179|2309|2472|2707|2739|2779|3568|3659|4437|4504|4851|5835|6115|9349|15783|18429|22101|22275|32772,"Ayashi no Ceres|Fushigi Yuugi|Fushigi Yuugi OVA|Fushigi Yuugi: Dai Ni Bu|Air Gear|Project ARMS|Project ARMS: The 2nd Chapter|Shijou Saikyou no Deshi Kenichi|Sonic X|Tokimeki Memorial: Forever With You|Azusa, Otetsudai Shimasu!|Naruto: Shippuuden Movie 1|Majime ni Fumajime Kaiketsu Zorori|Highschool Aurabuster: Hikari no Mezame|Sotsugyou M: Ore-tachi no Carnival|Ganbarist! Shun|Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen|Naruto: Shippuuden Movie 2 - Kizuna|Kinkyuu Hasshin Saver Kids|Lupin III: Seven Days Rhapsody|Hanasakeru Seishounen|Lupin III vs. Meitantei Conan|Shizukanaru Don: Yakuza Side Story|Lupin III: Touhou Kenbunroku - Another Page|Lupin III vs. Meitantei Conan: The Movie"
"Yokoyama, Hiromi",106181,19,16,19,25,0,25,0,Director,1403|3679|4278|4732|5568|5643|6986|7262|7583|7712|7969|8111|9009|9309|9778|9968|16023|17251|17537|18525|21597|30243|34638|37223|48450,"Tsumamigui|Renketsu Houshiki|Shishunki Shoujo|Grope: Yami no naka no Kotori-tachi|Rinkan Gakuen: Yamete! ...Okaasan, Minaide!|Kimi no Na wo Yobeba|Kansen: Inyoku no Rensa|Kagirohi: Shaku Kei|Valkyrie Choukyou Semen Tank no Ikusa Otome 10-nin Shimai|Kansen 2: Inzai Toshi|Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo|Last Waltz: Hakudaku Mamire no Natsu Gasshuku|Otome Juurin Yuugi: Maiden Infringement Play|Kansen 3: Shuto Houkai|Toriko Hime: Hakudaku Mamire no Reijou|Wana: Hakudaku Mamire no Houkago|Kuro to Kin no Akanai Kagi.|Wanna. SpartanSex Spermax!!!|Ryou Seibai!: Gakuen Bishoujo Seisai Hiroku|Rin x Sen + Ran → Sem: Cross Mix|Yabai! Fukushuu Yami Site|Gakuen de Jikan yo Tomare|Jitaku Keibiin|Ore ga Kanojo wo *su Wake|Toilet no Hanako-san vs Kukkyou Taimashi"
"Murata, Yasuji",127676,19,11,19,23,0,23,0,Director,4390|4391|4394|4395|5631|5870|5871|5872|5873|6829|7498|23267|23759|30086|34957|34982|35391|35395|35399|35400|35408|35410|35747,Sora no Momotarou|Saru Masamune|Norakuro Gochou|Norakuro Nitouhei: Enshuu no Maki|Kaumori|Hibari no Yadogae|Norakuro Nitouhei: Kyouren no Maki|Doubutsu Mura no Sports Day|Tarou-san no Kisha|Izakaya no Ichiya|Doubutsu Olympic Taikai|Osaru no Tairyou|Oira no Ski|Hanasaka Jiisan|Ookami wa Ookami da|Roba|Saru Kani Gassen (1927)|Misemono Kenbutsu|Kamishibai Itazura Tanuki no Maki|Kamishibai Kintarou no Maki|Futatsu no Sekai|Ahiru no Ko|Nyago Dance
"Sakoi, Masayuki",101785,19,10,19,18,0,18,0,Director,855|2130|3004|3616|4082|5045|6030|7748|19653|23209|30919|33668|36475|38659|38891|41139|53587|55994,"Strawberry Panic|Kaibutsu Oujo|Saint Beast: Ikusen no Hiru to Yoru-hen|Kamen no Maid Guy|Kaibutsu Oujo: Konsui Oujo|Kamen no Maid Guy: Ano Natsu, Ichiban Yutaka na Chichi.|Needless|Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi|Neppuu Kairiku Bushi Road|Sora no Method|Sora no Method: Aru Shoujo no Kyuujitsu★|Soushin Shoujo Matoi|Sword Art Online Alternative: Gun Gale Online|Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru|Sora no Method: Mou Hitotsu no Negai|Neppuu Kairiku Bushi Road: Kibou e no Michi|The Marginal Service|Sword Art Online Alternative: Gun Gale Online II"
"Koga, Kazuomi",143639,19,13,19,17,0,17,0,Director,40839|42963|47158|49460|49605|49869|51815|53632|54275|55717|56400|56843|57189|57753|59265|59277|60508,"Kanojo, Okarishimasu|Kanojo, Okarishimasu 2nd Season|Tomodachi no Imouto ga Ore ni dake Uzai|Mori no Kuma-san, Toumin-chuu.|Ganbare Douki-chan|Ganbare Douki-chan: Kakusa Shakai ni Nayamu Kaisha no Douki|Kubo-san wa Mob wo Yurusanai|Yumemiru Danshi wa Genjitsushugisha|Temple|Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita|Maou-sama, Retry! R|Goukon ni Ittara Onna ga Inakatta Hanashi|Debu to Love to Ayamachi to!|Jantama Kan!!|Magic Maker: Isekai Mahou no Tsukurikata|Kanojo, Okarishimasu 4th Season|Food Court de, Mata Ashita."
"Yoneda, Kazuhiro",118785,19,11,19,11,0,11,0,Director,25013|30370|31793|33795|33840|35075|37029|39463|39538|43691|48542,Akatsuki no Yona|Akatsuki no Yona OVA|Mahou Shoujo Nante Mou Ii desu kara.|Mahou Shoujo Nante Mou Ii desu kara. Second Season|Kabuki-bu!|Hoozuki no Reitetsu 2nd Season|Hoozuki no Reitetsu 2nd Season: Sono Ni|Gleipnir|Hoozuki no Reitetsu 2nd Season OVA|Kageki Shoujo!!|Do It Yourself!!
"Saeki, Shouji",101184,19,14,19,10,0,10,0,Director,146|412|631|9911|11761|14527|17919|38006|40550|45961,Kono Minikuku mo Utsukushii Sekai|Kore ga Watashi no Goshujinsama|Mahoromatic Summer Special|Houkago no Pleiades|Medaka Box|Medaka Box Abnormal|Houkago no Pleiades (TV)|Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches|Assault Lily: Bouquet|Assault Lily: Fruits
"MACHINE, Rabbit",132127,8,19,19,9,0,9,0,Director,32665|37530|37544|37545|37547|37551|37552|42805|56449,Historical|Miyako|Bucket no Naka no Kaka|Amakage|Onikiri Shoujo|Onikiri Musume Saisen|Minion|Tasuuketsu: Judgement Assizes|Madougushi Dahliya wa Utsumukanai
"Shinohara, Keisuke",129190,6,19,19,4,0,4,0,Director,37498|40272|48736|53065,Black Fox|A3! Season Autumn & Winter|Sono Bisque Doll wa Koi wo Suru|Sono Bisque Doll wa Koi wo Suru Season 2
"Yamashita, Akihiko",103299,10,19,19,4,0,2,2,Original Character Design|Director,473|1846|8632|37623,Tide-Line Blue|Princess Nine: Kisaragi Joshikou Yakyuubu|Chuuzumou|Chiisana Eiyuu: Kani to Tamago to Toumei Ningen
"Hatta, Yousuke",135992,8,19,19,2,0,2,0,Director,40834|52657,Ousama Ranking|Ousama Ranking: Yuuki no Takarabako
"Numata, Seiya",124320,5,19,19,1,0,1,0,Director,36875,Akuma no Memumemu-chan
Nishii,114900,0,19,19,7,0,0,7,Original Character Design,766|1067|3407|8277|9362|15377|36847,Kishin Houkou Demonbane|Kishin Houkou Demonbane (TV)|Blassreiter|Hyakka Ryouran: Samurai Girls|Hyakka Ryouran: Samurai Girls Specials|Hyakka Ryouran: Samurai Bride|Nanatsu no Bitoku
"Takahashi, Akira",112045,2,19,19,4,0,0,4,Original Character Design,9979|21031|32160|54650,Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana|Precure All Stars Movie New Stage 3: Eien no Tomodachi|Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou|Precure All Stars Movie F
Riv,119526,5,19,19,4,0,0,4,Original Character Design,44203|49215|50306|56178,Seirei Gensouki|Celia-sensei no Wakuwaku Magical Kyoushitsu|Seirei Gensouki 2|Celia-sensei no Wakuwaku Magical Kyoushitsu Season 2
"Morikura, En",121973,11,19,19,3,0,0,3,Original Character Design,50917|51139|55775,Prima Doll|Kizuna no Allele|Kizuna no Allele Season 2
"Matsumoto, Temari",97675,19,1,19,3,0,0,3,Original Character Design,251|2971|4080,Kyou kara Maou!|Kyou kara Maou! R|Kyou kara Maou! 3rd Series
"Itou, Yuu",99087,16,19,19,3,0,0,3,Original Character Design,31251|33051|62805,Kidou Senshi Gundam: Tekketsu no Orphans|Kidou Senshi Gundam: Tekketsu no Orphans 2nd Season|Kidou Senshi Gundam: Tekketsu no Orphans - Urdr Hunt: Chiisana Chousensha no Kiseki
Masa,122096,19,1,19,2,0,0,2,Original Character Design,53446|57025,Tondemo Skill de Isekai Hourou Meshi|Tondemo Skill de Isekai Hourou Meshi 2
"Abeno, Chako",96995,0,19,19,2,0,0,2,Original Character Design,1965|3174,Sola|Sola Specials
"Takata, Koutarou",107367,2,19,19,1,0,0,1,Original Character Design,54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto
"Mugitani, Kouichi",115825,0,19,19,1,0,0,1,Original Character Design,33242,IS: Infinite Stratos 2 - Infinite Wedding
Yuunagi,123383,4,19,19,1,0,0,1,Original Character Design,61276,"Mikata ga Yowasugite Hojo Mahou ni Tesshiteita Kyuutei Mahoushi, Tsuihou sarete Saikyou wo Mezasu"
"Mikumo, Gakuto",102622,18,11,18,10,10,0,0,Original Creator|Original Story,5342|6676|8915|12879|18277|33286|37449|40485|40486|49316,Asura Cryin'|Asura Cryin' 2|Dantalian no Shoka|Dantalian no Shoka: Ibarahime|Strike the Blood|Strike the Blood II|Strike the Blood III|Strike the Blood IV|Strike the Blood: Kieta Seisou-hen|Strike the Blood Final
"Shintani, Kaoru",98840,13,18,18,9,8,0,1,Original Creator|Original Character Design,284|458|1488|2754|3808|3989|4183|8967|9646,Area 88 (TV)|Buttobi!! CPU|Area 88|Cleopatra D.C.|Futari Daka|Suna no Bara: Yuki no Mokushiroku|Uchuu Taitei God Sigma|Hidari no O'Clock!!|Goddamn
"Ookawa, Ryuuhou",111451,18,8,18,5,5,0,0,Original Creator,3496|6937|6985|7985|13441,Ougon no Hou: El Cantare no Rekishikan|Hermes: Ai wa Kaze no Gotoku|Buddha Saitan|Taiyou no Hou: El Cantare e no Michi|Shiawasette Naani
"Yasui, Riosuke",105151,12,18,18,4,4,0,2,Original Creator|Original Character Design,5315|9442|10488|23665,Ero Manga Mitai na Koi Shiyo|Bust to Bust: Chichi wa Chichi ni|Shocking Pink!|Renai Fuyou Gakuha The Animation
"Taguchi, Kenji",104591,5,18,18,3,3,0,0,Original Creator,24531|27619|51219,Ane Log: Moyako Neesan no Tomaranai Monologue|Ane Log: Moyako Neesan no Honpen wo Tobidashite Tomaranai Monologue|Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita
"Yumemakura, Baku",97026,13,18,18,3,3,0,0,Original Story,5925|53151|58717,Neko Hiki no Oruorane|Onmyouji|Garouden: The Way of the Lone Wolf
"Takabayashi, Tomo",97806,18,2,18,3,3,0,0,Original Creator,251|2971|4080,Kyou kara Maou!|Kyou kara Maou! R|Kyou kara Maou! 3rd Series
"Hayashi, Hiroki",123204,18,5,18,7,2,7,0,Original Creator|Director,539|568|579|693|2277|4252|34658,Tenchi Muyou! Ryououki|Bubblegum Crisis Tokyo 2040|Battle Programmer Shirase|Burn Up Scramble|Mahou Yuugi 2D|Explorer Woman Ray|Nekopara OVA
"Sogano, Shachi",119273,18,10,18,2,2,0,0,Original Story,44524|52281,Isekai Meikyuu de Harem wo|Isekai Meikyuu de Harem wo Specials
"Hanada, Ryou",119464,18,17,18,2,2,0,0,Original Creator,35928|37997,Devils Line|Devils Line: Anytime Anywhere
"Amana, Kouta",129581,5,18,18,2,2,0,0,Original Story,39680|51213,Shakuen no Eris|Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai wo Tsukisusumu
"Shikibu, Murasaki",98083,7,18,18,2,2,0,0,Original Creator,3488|5155,Genji Monogatari|Genji Monogatari Sennenki
"Inomoto, Rikako",98300,12,18,18,2,2,0,0,Original Creator,11855|13559,Houkago Nyannyan|Lovely Day: Boku to Kanojo no Nana Nichikan
"Ushiki, Yoshitaka",102706,18,14,18,1,1,0,0,Original Creator,9331,Yumekui Merry
"Hanzawa, Kaori",104616,7,18,18,1,1,0,0,Original Creator,35756,Comic Girls
"Arakawa, Naruhisa",109439,18,11,18,1,1,0,0,Original Creator,112,Chou Henshin Cosprayers
"Watanabe, Jun",110715,18,17,18,1,1,0,0,Original Creator,9837,Emblem Take 2
"Mori, Taishi",111259,17,18,18,1,1,0,0,Original Creator,15005,Kyou no Asuka Show
"Tomofuji, Yuu",113281,12,18,18,1,1,0,0,Original Creator,46422,Niehime to Kemono no Ou
"Nishimura, Tsuchika",122680,5,18,18,1,1,0,0,Original Creator,55115,Hokkyoku Hyakkaten no Concierge-san
"Yasumura, Youhei",123076,2,18,18,1,1,0,0,Original Creator,42340,Meikyuu Black Company
TinkerBell,125805,18,4,18,1,1,0,0,Original Creator,3944,Dokidoki Oyako Lesson: Oshiete H na Obenkyou
"Ishizaka, Ryuudai",160192,3,18,18,1,1,0,0,Original Creator,41783,Iwa Kakeru! Sport Climbing Girls
OUMA,184437,0,18,18,1,1,0,0,Original Creator,60629,"""1-punkan dake Furete mo Ii yo..."" Share House no Himitsu Rule."
"Yamanaka, Takuya",205430,3,18,18,1,1,0,0,Original Creator,55689,Utagoe wa Mille-Feuille
"Ogino, Satoshi",217613,0,18,18,1,1,0,0,Original Creator,51736,J* Genkai Koubi: Goui Sounyuu de Bachibachi Niku Anaka
"Shimokura, Vio",253383,6,18,18,1,1,0,0,Original Story,53411,Buddy Daddies
Gen,270022,0,18,18,1,1,0,0,Original Creator,58564,Sexfriend no Senpai The Animation
"Yonekura, Kengo",97091,18,11,18,1,1,0,0,Original Creator,3636,Warau Kangofu The Animation
"Kurashina, Ryou",98630,0,18,18,1,1,0,0,Original Creator,19515,Kentoushi
"Kinomoto, Natsumi",120220,18,11,18,7,0,7,0,Director,30614|34530|34795|36889|40023|53702|56779,Ane Yome Quartet|Anata wa Watashi no Mono|Tamashii Insert|Oyasumi Sex|Lovely ♡|Imouto wa Gal Kawaii|Doukyo Suru Neneki
"Yajima, Tetsuo",124367,10,18,18,4,0,4,0,Director,19291|31592|36927|40881,Pokemon XY|Pokemon XY&Z|Pokemon Movie 21: Minna no Monogatari|Pokemon Movie 23: Koko
"Okamoto, Sae",132895,0,18,18,4,0,4,0,Director,37760|42057|51078|53033,Mecha-ude|Kyoshin to Hyouka no Shiro|11:08|Mecha-ude (TV)
"Maiya, Satomi",136724,5,18,18,4,0,4,0,Director,39495|39703|39704|48405,Totsukuni no Shoujo|The Closet|Shiroi Unabara|Totsukuni no Shoujo (2022)
"Masuyama, Ryouji",100952,7,18,18,3,0,3,0,Director,34618|51105|56063,Blend S|NieR:Automata Ver1.1a|NieR:Automata Ver1.1a Part 2
"Nakayama, Naomi",144207,4,18,18,3,0,3,0,Director,41103|54789|60098,Koi to Yobu ni wa Kimochi Warui|Boku no Hero Academia 7th Season|Boku no Hero Academia: Final Season
"Yatabe, Touko",133710,4,18,18,2,0,2,0,Director,40139|53246,Konohakaseki no Natsu|Evangelion: 3.0 (-46h)
"Takaya, Hirotoshi",117473,8,18,18,2,0,1,1,Director|Original Character Design,1658|41063,Karakuri no Kimi|Kidou Senshi Gundam G40
"Takarada, Orie",127593,0,18,18,1,0,1,0,Director,19841,Super Seisyun Brothers
"Yamada, Takashi",135804,8,18,18,1,0,1,0,Director,6586,Yume-iro Pâtissière
"Oobayashi, Nobuhiko",160909,12,18,18,1,0,1,0,Director,2311,Shounen Kenya
"Gentle, Sasaki",134622,2,18,18,13,0,0,13,Original Character Design,6635|6986|7712|9309|9467|11349|11745|12961|16059|20589|20959|38141|43013,Ayatsuri Haramase DreamNote|Kansen: Inyoku no Rensa|Kansen 2: Inzai Toshi|Kansen 3: Shuto Houkai|Kanojo ga Mimai ni Konai Wake|Soredemo Tsuma wo Aishiteru|Aku no Onna Kanbu|Kansen 5: The Daybreak|Aku no Onna Kanbu: Full Moon Night|Bikyaku Seido Kaichou Ai|Kansen: Ball Buster The Animation|Soredemo Tsuma wo Aishiteru 2|Aku no Onna Kanbu: Full Moon Night R
Manyako,116149,5,18,18,6,0,0,6,Original Character Design,18277|33286|37449|40485|40486|49316,Strike the Blood|Strike the Blood II|Strike the Blood III|Strike the Blood IV|Strike the Blood: Kieta Seisou-hen|Strike the Blood Final
Ruroo,111255,0,18,18,5,0,0,5,Original Character Design,2603|14749|17247|32171|49891,Mushi-Uta|Ore no Kanojo to Osananajimi ga Shuraba Sugiru|Machine-Doll wa Kizutsukanai|Ange Vierge|Tensei shitara Ken deshita
"Kamoi, Tomoyo",116323,18,10,18,5,0,0,5,Original Character Design,18153|20909|21241|25015|28675,Kyoukai no Kanata|Kyoukai no Kanata: Mini Gekijou|Kyoukai no Kanata: Idol Saiban! Mayoi Nagara mo Kimi wo Sabaku Tami|Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen|Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen
"Gyoubu, Ippei",118610,8,18,18,2,0,0,2,Original Character Design,10156|11635,Sacred Seven|Sacred Seven: Shirogane no Tsubasa
"Kikuchi, Youko",101327,3,18,18,1,0,0,1,Original Character Design,42886,Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu
"Takemoto, Izumi",101577,14,18,18,1,0,0,1,Original Character Design,59675,Apocalypse Hotel
"Watanabe, Yoshihiro",103835,12,18,18,1,0,0,1,Original Character Design,4365,"Hitou Meguri The Animation: Wakaokami, Rachiru"
"Himeno, Michi",113357,10,18,18,1,0,0,1,Original Character Design,2230,Hana no Ko Lunlun
Tetsuo,118388,14,18,18,1,0,0,1,Original Character Design,30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru
Taiki,121662,2,18,18,1,0,0,1,Original Character Design,38909,Infinite Dendrogram
Eretto,130220,1,18,18,1,0,0,1,Original Character Design,40904,Bokutachi no Remake
"Nanase, Aoi",96942,18,10,18,1,0,0,1,Original Character Design,2245,Seraphim Call
"Hiroi, Ouji",97463,4,17,17,14,13,1,0,Original Creator|Director,511|561|562|608|1058|1165|1772|1964|1999|2818|27503|36000|40403|48556,Kidou Shinsengumi Moeyo Ken TV|Sakura Taisen|Sakura Taisen: Le Nouveau Paris|Sakura Taisen: Katsudou Shashin|Kidou Shinsengumi Moeyo Ken|Sakura Taisen: Ouka Kenran|Seishoujo Kantai Virgin Fleet|Sakura Taisen: Ecole de Paris|Sakura Taisen: Kanzaki Sumire Intai Kinen - Su Mi Re|Madou King Granzort|Karen Senki|Sora to Umi no Aida|Shin Sakura Taisen the Animation|Takt Op. Destiny
"Matsu, Tomohiro",105684,17,13,17,7,7,0,0,Original Story|Original Creator,7590|8599|11179|12673|17875|35252|35997,Mayoi Neko Overrun!|Mayoi Neko Overrun! Specials|Papa no Iukoto wo Kikinasai!|Papa no Iukoto wo Kikinasai!: Pokkapoka|Papa no Iukoto wo Kikinasai! OVA|Hatena☆Illusion|Märchen Mädchen
Shiro,113293,0,17,17,7,7,0,0,Original Creator,14355|17341|21435|27887|35672|35673|48491,Yama no Susume|Yama no Susume: Kabe tte Kowakunai no?|Yama no Susume Second Season|Yama no Susume Second Season Specials|Yama no Susume Third Season|Yama no Susume: Omoide Present|Yama no Susume: Next Summit
"Morioka, Hiroyuki",97473,17,6,17,7,7,0,0,Original Creator,290|396|397|398|399|1124|1381,Seikai no Monshou|Seikai no Senki|Seikai no Senki II|Seikai no Senki III|Seikai no Senki Special|Seikai no Danshou: Tanjou|Seikai no Monshou Special
"Takaya, Yoshiki",98093,17,6,17,5,5,0,0,Original Creator,1336|1374|1832|2293|6016,Kyoushoku Soukou Guyver II|Kyoushoku Soukou Guyver (2005)|Project Zeorymer|Kyoushoku Soukou Guyver|Kyoushoku Soukou Guyver (1989)
"Takenashi, Eri",98264,12,17,17,5,5,0,0,Original Creator,3958|5978|10012|12187|15927,Kannagi|Kannagi: Moshimo Kannagi ga Attara...|Carnival Phantasm|Carnival Phantasm EX Season|Carnival Phantasm: HibiChika Special
"Mizuhara, Yuu",123242,6,17,17,4,4,0,0,Original Creator,28517|29730|33515|34491,Ikenai Koto The Animation|Ienai Koto The Animation|Misuzu: Ikenai Koto|Sagurare Otome The Animation
"Sannomiya, Kouta",129713,3,17,17,4,4,0,0,Original Creator,48680|50258|54866|60076,Tesla Note|Tesla Note: Mickey to Oliver no Agent Yousei Kouza|Blue Lock: Episode Nagi|Blue Lock: Episode Nagi - Additional Time!
"Morishige, Takuma",108154,17,3,17,3,3,0,0,Original Creator,18139|20977|24365,Tonari no Seki-kun|Tonari no Seki-kun OVA|Tonari no Seki-kun Specials
"Kindaichi, Renjuurou",98384,7,17,17,3,3,0,0,Original Creator,253|254|255,Jungle wa Itsumo Hare nochi Guu|Jungle wa Itsumo Hare nochi Guu Deluxe|Jungle wa Itsumo Hare nochi Guu Final
"Yamamoto, Junichi",105540,15,17,17,15,2,14,0,Director|Original Creator,8743|8935|10516|12755|16690|20581|25253|38395|39325|42862|50425|52308|56420|58259|59744,"Memory (ONA)|Nekketsu Uchuujin|Anemone|Mahoutsukai Jiji|My Life|Nekketsu Tantei Jimusho|Nekketsu Jinmen Inu: Life Is Movie|Otona no Bouguya-san|Otona no Bouguya-san (Rimen)|Otona no Bouguya-san II|Fuufu Ijou, Koibito Miman.|Kanojo ga Koushaku-tei ni Itta Riyuu|Haigakura|Douse, Koishite Shimaunda.|Maebashi Witches"
