character_name,character_id_anilist,character_id_mal,character_favorites_mal,character_favorites_anilist,character_favorites,anime_count,anime_ids,voice_actor_names
"Akira, Yukari",295502,206726,0,0,0,1,17223,"Shou, Mayumi"
"Akisawa, Hibari",72799,,0,0,0,1,2935,Hitomi
"Akishima, Eiko",154688,161592,0,0,0,1,36884,"Nabatame, Hitomi"
"Akishima, Satomi",30098,30098,0,0,0,1,3735,"Hayashibara, Megumi"
"Akita, Inbe no",241236,105481,0,0,0,1,16664,"Tatekawa, Shinosuke"
"Akita, Komachi",,262639,0,0,0,1,58853,"Shimada, Aino"
Akitoshi,,265815,0,0,0,1,33153,"Shabushabu, OL"
"Akitsu, Sachi",56297,,0,0,0,1,7588,"Yamagata, Satomi"
"Akitsuki, Aoi",,156293,0,0,0,1,1947,"Asano, Masumi"
"Akitsuki, Haruka",,133220,0,0,0,1,33743,"Oowada, Hitomi"
"Akitsuki, Yoshio",,132189,0,0,0,1,390,"Matsuyama, Takashi"
"Akiyama, Genpachirou",329132,240330,0,0,0,1,219,"Matsumoto, Yasunori"
"Akiyama, Kanon",207699,146408,0,0,0,1,18653,"Toda, Megumi|Ichigoyama, Buntarou"
"Akiyama, Kenta",16776,16776,0,0,0,1,4051,"Shimura, Tomoyuki"
"Akiyama, Kumi",,241015,0,0,0,1,104,"Murai, Kazusa"
"Akiyama, Reiko",,268777,0,0,0,1,37956,"Tadokoro, Azusa"
"Akiyama, Rina",,241171,0,0,0,1,50586,"Taichi, You"
"Akiyama, Shunpei",,225481,0,0,0,1,50586,"Asanuma, Shintaro"
"Akiyama, Yui",233556,199129,0,0,0,1,43767,"Ueda, Reina"
"Akiyama, Yuuko",16772,16772,0,0,0,1,4051,"Seto, Saori"
Akiyama-sensei,379945,247273,0,0,0,1,55153,"Ichiki, Mitsuhiro"
"Akiyanagi, Takateru",39540,39540,0,0,0,1,9331,"Tachibana, Shinnosuke"
Akiyo,203468,104273,0,0,0,1,20907,"Yajima, Akiko"
Akiyoshi,,79087,0,0,0,1,15109,"Asanuma, Shintaro"
"Akiyoshi, Minako",53033,53033,0,0,0,1,1505,"Sakakibara, Yoshiko"
Akiza,,274164,0,0,0,1,58614,"Koga, Akira"
"Akizawa, Hibari",,72799,0,0,0,1,2935,Hitomi
"Akizuki, Futaba",,100351,0,0,0,1,2204,"Tanaka, Atsuko"
"Akizuki, Kaoru",14815,14815,0,0,0,1,579,"Yanaka, Hiroshi"
"Akizuki, Kayoko",,97597,0,0,0,1,21097,"Kawaragi, Shiho"
"Akizuki, Kenichi",58961,58961,0,0,0,1,13299,"Tobita, Nobuo"
"Akizuki, Kyouko",,92655,0,0,0,1,1734,"Mitsuishi, Kotono"
"Akizuki, Sakurano",,245780,0,0,0,1,49222,"Tezuka, Ryouko"
"Akizuki, Satomi",,79583,0,0,0,1,16782,"Hirano, Fumi"
"Akizuki, Shiho",152100,89817,0,0,0,1,2204,"Tange, Sakura"
"Akizuki, Souya",,182572,0,0,0,1,40488,"Tsuda, Takuya"
"Akizuki, Tatsuichiro",,210825,0,0,0,1,3465,"Itou, Kentarou"
"Akizuki, Teijirou",278736,212065,0,0,0,1,51371,"Ishii, Kouji"
"Akki, Nagou",,259379,0,0,0,1,297,"Yanada, Kiyoyuki"
Akkyun,326534,218075,0,0,0,1,41226,"Yamane, Masashi"
Akon,,22892,0,0,0,1,35118,"Okuda, Keijin"
"Akoya, Manatsu",,296908,0,0,0,1,817,"Higa, Kumiko"
Akru,,266571,0,0,0,1,2569,"Nakahara, Shigeru"
Akubon,,212322,0,0,0,1,4810,"Nakagi, Ryuuji"
"Akudai, Kan",284032,,0,0,0,1,50760,"Matsuyama, Takashi"
Akudaikaan,35453,,0,0,0,1,26053,"Godai, Takayuki"
Akuei,137458,124151,0,0,0,1,29836,"Shibahara, Chiyako"
Akui,,272626,0,0,0,1,58614,"Narita, Hiyori"
"Akulo, Tanya",,26708,0,0,0,1,6573,"Ishikawa, Yui"
"Akuma, Jou",,77933,0,0,0,1,13159,"Kobayashi, Yumiko"
"Akuma, Roubu no",296185,,0,0,0,1,52274,"Matsuda, Kenichirou"
Akuma-kun,,10027,0,0,0,1,2427,"Hori, Junko"
Akumako,15134,15134,0,0,0,1,602,"Matsui, Naoko"
Akunaita,179482,127665,0,0,0,1,4013,"Terashima, Mikio"
Akunoko,,23518,0,0,0,1,309,"Matsuoka, Yuki"
Akushima,384238,109347,0,0,0,1,23333,"Masutani, Yasunori"
"Akuta, Ryu",,79405,0,0,0,1,16005,"Koyama, Tsuyoshi"
"Akutagawa, Dr.",,244903,0,0,0,1,32981,"Tone, Kentarou"
"Akutagawa, Kazushi",28935,28935,0,0,0,1,6408,"Ono, Daisuke"
"Akutagawa, Mother",,244904,0,0,0,1,37509,"Katou, Emiri"
"Akutagawa, Tadahiro",60409,60409,0,0,0,1,4021,"Wakamoto, Norio"
"Akutsu, Futoshi",,68915,0,0,0,1,6293,"Sugawara, Masashi"
"Akutsu, Jouji",,78741,0,0,0,1,9837,"Morikawa, Toshiyuki"
"Akutsu, Shunsuke",34899,34899,0,0,0,1,132,"Konishi, Katsuyuki"
"Al-Atrash, Mariam",283180,,0,0,0,1,2215,"Tsuru, Hiromi"
"Al-Fajar, Sasha",,249471,0,0,0,1,57936,"Eba, Midori"
Alain,,256275,0,0,0,1,2828,"Yada, Minoru"
Alala,,32186,0,0,0,1,1110,"Kurata, Masayo"
"Alamis, Willis",,132472,0,0,0,1,92,"Morikubo, Shoutarou"
Alamosaurus,215861,,0,0,0,1,45618,"Araki, Hirofumi"
"Alan, Chief",168551,99595,0,0,0,1,3448,"Ishimori, Takkou"
Alantsil,,208673,0,0,0,1,52446,"Inoue, Kazuhiko"
Alaya,308495,,0,0,0,1,50431,"Shen, Nianru"
"Albanna, Amal",283161,,0,0,0,1,2215,"Watanabe, Akeno"
Albatros,,138928,0,0,0,1,3874,"Tanaka, Hideyuki"
"Albatrosa, Yoku",229207,138143,0,0,0,1,32670,"Tamura, Mutsumi"
Albatross,,125852,0,0,0,1,6072,"Kumakura, Kazuo"
"Albatross, Alba",,254381,0,0,0,1,35413,"Nakata, Jouji"
"Albatross, Jumbo",,125853,0,0,0,1,6072,"Takagi, Hitoshi"
Alberich,159470,126614,0,0,0,1,1645,"Yasuhara, Yoshito"
Albero,169276,128332,0,0,0,1,12967,"Takahashi, Shinya"
"Alberta, Little",,211308,0,0,0,1,51923,"Tomita, Miyu"
"Alberto, Baron",194883,160277,0,0,0,1,2847,"Yamadera, Kouichi"
Albie,,219778,0,0,0,1,51128,"Tamura, Mutsumi"
Albion,,90109,0,0,0,1,37719,"Takeuchi, Ryouta"
"Albright, Joseph",,233936,0,0,0,1,50582,"Furukawa, Makoto"
"Albright, Merlin",339257,253580,0,0,0,1,57487,"Tanaka, Miou"
"Albus, Manuel",84413,84413,0,0,0,1,19117,"Hamasaki, Nana"
"Albus, Michael",84409,84409,0,0,0,1,19117,"Matsuyama, Takashi"
"Albus, Noel",84411,84411,0,0,0,1,19117,"Hata, Sawako"
"Alcacer, Boa",,191191,0,0,0,1,34901,"Kaida, Yuki"
"Alcain, Dick",83791,83791,0,0,0,1,1845,"Suzuki, Tatsuhisa"
Alcides,,132513,0,0,0,1,9737,"Okiayu, Ryoutarou"
"Alcuin, Guy",,15356,0,0,0,1,3258,"Shioya, Kouzou"
"Aldebaran, Rufus",358446,171590,0,0,0,1,37023,"Tsuda, Kenjirou"
"Aldercapt, Iedolas",142868,141744,0,0,0,1,33082,"Iizuka, Shouzou"
Alderman,,228325,0,0,0,1,19135,"Tanaka, Yasuo"
"Aldiss, Vanessa",,232485,0,0,0,1,50582,"Toyoguchi, Megumi"
"Aldomordish, Nalerof",15822,15822,0,0,0,1,2332,"Akimoto, Yousuke"
"Aldridge, Douglas",,231727,0,0,0,1,40166,"Miki, Shinichiro"
"Aldrin, Karen",,236387,0,0,0,1,55528,"Fujii, Yukiyo"
"Alea, Princess",,239600,0,0,0,1,4061,"Horie, Mitsuko"
Alector,64015,64015,0,0,0,1,2343,"Takada, Yumi"
Aleena,,225904,0,0,0,1,52461,"Tadokoro, Azusa"
"Alegria, Gran",,271087,0,0,0,1,61579,"Natsume, Hina"
"Aleister, Jimmy A.",,152946,0,0,0,1,31456,"Koyama, Rikiya"
"Aleksandar, Prince",,273105,0,0,0,1,59005,"Murase, Ayumu"
Alene,359415,,0,0,0,1,59935,"Moriya, Kyouka"
Alençon,,164496,0,0,0,1,36510,"Majima, Junji"
Aleria,166266,98469,0,0,0,1,19211,"Noto, Mamiko"
"Alert, Mach",,135045,0,0,0,1,2284,"Kondou, Takayuki"
Alessia,,234709,0,0,0,1,3424,"Ise, Mariya"
Alessio,,280267,0,0,0,1,19369,"Ichijou, Kazuya"
"Alex Barnes, Walther",,148281,0,0,0,1,32937,"Ishikawa, Kaito"
"Alexander Bogard, Macus",,15270,0,0,0,1,2364,"Nanba, Keiichi"
"Alexander, Admiral",,100853,0,0,0,1,1704,"Ooki, Tamio"
"Alexandruwisch Romano, Ivan",,165064,0,0,0,1,38313,"Sakamoto, Shougo"
Alexis,201625,,0,0,0,1,4876,"Sakaguchi, Yoshisada"
Aley,,152932,0,0,0,1,33674,"Okitsu, Kazuyuki"
Alfani,218459,144486,0,0,0,1,32697,"Yamaguchi, Kazuya"
"Alfeid, Sirius",,152875,0,0,0,1,34012,"Shimono, Hiro"
Alfonse,,176266,0,0,0,1,43565,"Suzuki, Tatsuhisa"
"Alford, Haruka",28032,28032,0,0,0,1,1819,"Inoue, Kazuhiko"
"Alfred, Betty",384284,,0,0,0,1,59435,"Youmiya, Hina"
"Alfred, Veronica",384283,,0,0,0,1,59435,"Asumi, Kana"
Algeron,,257027,0,0,0,1,424,"Tobita, Nobuo"
Algol,,140495,0,0,0,1,15315,"Zougou, Saeko"
Algomon,,107759,0,0,0,1,2606,Hanawa
Algoth,286491,214389,0,0,0,1,1629,"Ootsuka, Houchuu"
"Algren, Gil",368251,274238,0,0,0,1,56907,"Ono, Tomohiro|Oono, Tomohiro"
"Algren, Volkhard",,225441,0,0,0,1,51711,"Inada, Tetsu"
"Ali, Carlos",,269502,0,0,0,1,40085,"Tone, Kentarou"
"Ali, Saul Ranasinghe",,179808,0,0,0,1,40230,"Shiga, Madoka"
Alian,308523,,0,0,0,1,54881,"Yueshan, Youwu"
Alias,206798,,0,0,0,1,47161,"Hino, Satoshi"
"Alien, Gentle",,273403,0,0,0,1,59675,"Adachi, Takahide"
"Alien, Lagado",,112247,0,0,0,1,20057,"Yamaguchi, Kappei"
"Alien, Space",40740,40740,0,0,0,1,841,"Yamada, Miho"
"Alien, Tentacle",,271196,0,0,0,1,59675,"Inoue, Kazuhiko"
"Alien, Traveler",,269864,0,0,0,1,59675,"Nozuyama, Yukihiro"
"Alien, Villainous",,271745,0,0,0,1,59675,"Yamaji, Kazuhiro"
"Alighieri, Dante Guelph",,183640,0,0,0,1,56062,"Fukushima, Jun"
"Alila, Princess",15312,15312,0,0,0,1,171,"Shiratori, Yuri"
Alioth,374199,274632,0,0,0,1,59644,"Takeuchi, Shunsuke"
Alistair,,207953,0,0,0,1,57876,"Murakami, Manatsu"
"Alistair, Norden",,173497,0,0,0,1,53439,"Toyonaga, Toshiyuki"
"Alistia, Goddess",,223479,0,0,0,1,50481,"Noto, Mamiko"
Alito,,74241,0,0,0,1,21595,"Hikami, Takahiro"
Aliza,,173931,0,0,0,1,36587,"Takamori, Natsumi"
Alkanphel,,8068,0,0,0,1,1374,"Matsumoto, Yasunori"
Alladin,241178,,0,0,0,1,2825,"Tsujimura, Mahito"
Allan,,195511,0,0,0,1,8777,"Mitsuya, Yuuji"
"Allan, Minister",38294,38294,0,0,0,1,283,"Sogabe, Kazuyuki"
"Alldman, Anna",229479,,0,0,0,1,42321,"Ai, Fairouz"
"Allen, Bartholomew Henry",,257253,0,0,0,1,58964,"Hiyama, Nobuyuki"
"Allen, Crispus",332309,,0,0,0,1,4094,"Nakata, Jouji"
"Allen, Deus",20397,,0,0,0,1,3390,"Kobayashi, Kiyoshi"
"Allen, Jonathan",,90889,0,0,0,1,7575,"Sugaya, Masako"
"Allen, Kate",,123799,0,0,0,1,3101,"Maeda, Ai"
"Allen, Lind",5369,5369,0,0,0,1,2621,"Furukawa, Toshio"
"Allen, Pulmo",376557,,0,0,0,1,3390,"Matsumoto, Marika"
"Allergy, Alcohol",,276490,0,0,0,1,60131,"Takeda, Taichi"
"Alligator, DR.",,22276,0,0,0,1,4415,"Tanaka, Ryouichi"
Allison,,286781,0,0,0,1,59484,"Tanaka, Takako"
Alloy,35273,,0,0,0,1,5053,"Salvador, Eleu"
"Alloy, Genetic",35273,35273,0,0,0,1,5053,"Watabe, Takeshi"
"Allport, Marvin A.",,272510,0,0,0,1,55995,"Ono, Kensho"
"Allston, Arthur",,229907,0,0,0,1,39199,"Tsuda, Kenjirou"
Ally,198376,,0,0,0,1,20945,"Renaud, Claire"
"Ally, Saul Ranashinha",162086,,0,0,0,1,40230,"Shiga, Madoka"
Almana,,281834,0,0,0,1,48239,"Fukuo, Yui"
Almayce,,229983,0,0,0,1,1172,Chafuurin
Almeda,,179378,0,0,0,1,37744,"Mizumori, Chiko"
Almet,281065,,0,0,0,1,50689,"Irie, Reona"
"Almodovar, Leonid",,131322,0,0,0,1,89,"Nakata, Jouji"
"Almond, Orphe",,220866,0,0,0,1,46985,"Yamashita, Seiichirou"
"Alongrutch, Noelle",,40575,0,0,0,1,18001,"Amano, Yuri"
Alonzo,,280847,0,0,0,1,60334,"Mizunaka, Masaaki"
"Alor, Prince",18001,18001,0,0,0,1,1448,"Shimizu, Mari"
Alotta,179562,121395,0,0,0,1,3317,"Shibata, Hidekatsu"
Alpa,343737,,0,0,0,1,38012,"Nojima, Hirofumi"
Alpako,67275,67275,0,0,0,1,13139,"Naga, Ami"
"Alpha, Gastaman",,265684,0,0,0,1,520,"Nagashima, Yuko"
Alpha-One,,140958,0,0,0,1,2203,"Suzuki, Tomiko"
Alphina,,17235,0,0,0,1,1787,"Miki, Shinichiro"
Alphon,,245618,0,0,0,1,3069,"Nozawa, Nachi"
Alpine,,125297,0,0,0,1,28105,"Kayano, Ai"
Alreid,,268897,0,0,0,1,60140,"Matsuda, Kenichirou"
Als,320745,,0,0,0,1,53835,"Satou, Takuya"
Alsienne,,259293,0,0,0,1,58445,"Nakahara, Mai"
"Alstein, Alus Vi",348706,,0,0,0,1,42340,"Kakihara, Tetsuya"
Alt,274347,,0,0,0,1,51684,"Yamaguchi, Megumi"
Altail,,19949,0,0,0,1,764,"Tanaka, Soichiro"
"Altair, Cana",,40466,0,0,0,1,21507,"Koiwai, Kotori"
Altaria,386377,,0,0,0,1,3192,Arase
Alti,,3249,0,0,0,1,879,"Toyoguchi, Megumi"
"Altius, Crowe",142864,141743,0,0,0,1,33082,"Fujimura, Ayumi"
"Altman, Robert",,182174,0,0,0,1,32214,"Inada, Tetsu"
"Altonen, Tomoyu",330876,,0,0,0,1,53848,"Hikasa, Youko"
"Altonen, Toyomu",,240081,0,0,0,1,53848,"Hikasa, Youko"
Alvarez,184692,,0,0,0,1,41120,"Yasumoto, Hiroki"
"Alvion, Jade",28176,28176,0,0,0,1,4415,"Kase, Yasuyuki"
"Alwyn, Cecil",,154073,0,0,0,1,2543,"Ebara, Masashi"
Alzas,,132072,0,0,0,1,1184,"Hirose, Masashi"
Alzerm,,141996,0,0,0,1,32608,"Kosugi, Juurouta"
Ama no Kura no Moriakari no Hime,,44231,0,0,0,1,9934,"Arai, Satomi"
Ama no Murakumo no Tsurugi,75244,75244,0,0,0,1,12293,"Yamaguchi, Tarou"
Ama-no-Jaku,,179249,0,0,0,1,5688,"Utsumi, Kenji"
"Amabuki, Naomasa",381739,291405,0,0,0,1,50159,"Ono, Daisuke"
"Amachi, Fukko",198646,,0,0,0,1,4742,"Rhaulin, Marta"
"Amachi, Gorou",,178700,0,0,0,1,3332,"Tanaka, Hideyuki"
"Amachi, Leo",41338,41338,0,0,0,1,10109,"Sawashiro, Miyuki"
"Amachi, Muyou",,221699,0,0,0,1,6917,"Shioya, Yoku"
"Amachi, Shigeru",,13828,0,0,0,1,4742,"Inoue, Kazuhiko"
"Amachi, Shigure",13828,,0,0,0,1,4742,"Inoue, Kazuhiko"
"Amachi, Yoshiharu",198647,,0,0,0,1,4742,"Tezuka, Chiharu"
Amadera-kun,378760,,0,0,0,1,54764,"Oda, Aoba"
"Amadou, Jin",19992,,0,0,0,1,510,"Kaneko, Yoshinobu"
"Amae, Masao",,151932,0,0,0,1,34550,"Miyata, Kouki"
"Amae, Sophia",,256374,0,0,0,1,59989,"Nakahara, Mai"
Amagaeru,182336,,0,0,0,1,39183,"Ishii, Takayuki"
"Amagai, Ryuuji",,210086,0,0,0,1,50379,"Suzuki, Ryouta"
"Amagami, Chiharu",,261432,0,0,0,1,55071,"Hisakawa, Aya"
"Amagami, Kotsuru",,161021,0,0,0,1,36513,"Iwami, Manaka"
"Amagami, Sae",,161023,0,0,0,1,36513,"Amano, Mami"
"Amagami, Takehiko",,161022,0,0,0,1,36513,"Ishihara, Bon"
"Amagane, Mother",,20752,0,0,0,1,4983,"Park, Romi"
"Amagasa, Kyouichirou",15595,15595,0,0,0,1,4550,"Fujiwara, Keiji"
"Amagasaki, Sumire",34860,34860,0,0,0,1,509,"Seto, Saori"
"Amagasaki, Yuusuke",,116007,0,0,0,1,648,"Midorikawa, Hikaru"
"Amagase, Kento",157964,153445,0,0,0,1,30015,"Kawashima, Tokuyoshi"
"Amagase, Yuuki",,125624,0,0,0,1,29083,"Hirai, Riko"
"Amagata, Junichi",164967,112977,0,0,0,1,27387,"Tsuchida, Hiroshi"
"Amagaya, Subaru",,281435,0,0,0,1,34839,"Matsuoka, Yoshitsugu"
"Amagi, Captain",,105103,0,0,0,1,9751,"Sugou, Takayuki"
"Amagi, Erina",,144200,0,0,0,1,1163,"Miura, Naoko"
"Amagi, Hiroshi",26499,26499,0,0,0,1,571,"Yanami, Jouji"
"Amagi, Koichi",,82357,0,0,0,1,1992,"Yasui, Kunihiko"
"Amagi, Kouichi",82357,,0,0,0,1,1992,"Yasui, Kunihiko"
"Amagi, Lieutenant",,102433,0,0,0,1,9751,"Shimizu, Hidemitsu"
"Amagi, Marine",164677,113581,0,0,0,1,27629,"Nitta, Emi"
"Amagi, Mizuha",74736,74736,0,0,0,1,14283,"Yamazaki, Haruka"
"Amagi, Mother",,127160,0,0,0,1,27629,"Inoue, Kikuko"
"Amagi, Reiko",155613,,0,0,0,1,554,"Orikasa, Ai"
"Amagi, Youko",83809,83809,0,0,0,1,11837,"Hisakawa, Aya"
"Amagiri, Haruna",,97257,0,0,0,1,9968,"Kawaragi, Shiho"
"Amahara, Reika",,283774,0,0,0,1,6645,"Minaguchi, Yuko"
"Amakai, Reiko",,167032,0,0,0,1,2127,"Tanaka, Atsuko"
"Amakamihara, Monika",,152470,0,0,0,1,34639,"Mizusawa, Kei"
"Amakasu, Masayuki",,207434,0,0,0,1,45560,"Nakajima, Yoshiki"
"Amakasu, Souichirou",90130,140529,0,0,0,1,33113,"Yusa, Kouji"
"Amakasu, Touma",64615,64615,0,0,0,1,12293,"Matsumoto, Shinobu"
"Amakumo, Iku",248223,142343,0,0,0,1,25915,"Itou, Kanae"
"Amakusa, Jiro",28303,28303,0,0,0,1,1328,"Shiozawa, Kaneto"
"Amakusa, Zenji",,198196,0,0,0,1,41103,"Nakata, Jouji"
Amala,328710,,0,0,0,1,10629,"Iwasaki, Hiroshi"
"Amami, Asahi",177364,119719,0,0,0,1,25859,"Hatano, Wataru"
"Amami, Elna",,256928,0,0,0,1,40714,Pmaru-sama.
"Amami, Hajime",13193,13193,0,0,0,1,483,"Ogata, Mitsuru"
"Amami, Haru",,64503,0,0,0,1,1581,Hyo-sei
"Amami, Haruhiko",,896,0,0,0,1,1581,"Ono, Fuyuka"
"Amami, Soichi",31921,31921,0,0,0,1,1581,"Aizawa, Masaki"
Amamiku,259121,119549,0,0,0,1,4733,"Fukiishi, Kazue"
"Amamiya, Kei",,63603,0,0,0,1,1472,"Sasaki, Yuuko"
"Amamiya, Miki",383487,127877,0,0,0,1,10353,"Morimura, Asuka"
"Amamiya, Mizuho",,129890,0,0,0,1,1071,"Sakuma, Rei"
"Amamiya, Ritsu",222972,145747,0,0,0,1,33045,"Takahashi, Meguru"
"Amamiya, Ryuutarou",,73703,0,0,0,1,11911,"Nomura, Kenji"
"Amamiya, Seriha",47985,47985,0,0,0,1,10109,"Kikuchi, Kokoro"
"Amamiya, Shiho",,254559,0,0,0,1,55996,"Saitou, Chiwa"
"Amamiya, Takefumi",7371,7371,0,0,0,1,1858,"Tachibana, Shinnosuke"
"Amamiya, Yosuke",,66259,0,0,0,1,2372,"Ikeda, Tomoaki"
"Amamiya, Yurine",,129147,0,0,0,1,5316,"Kasuga, An"
Amamoto,,179441,0,0,0,1,37976,"Akimoto, Yousuke"
"Amamoto, Kyoichi",78487,78487,0,0,0,1,1766,"Tatsuta, Naoki"
"Amamoto, Professor",313301,,0,0,0,1,18275,"Mine, Eken"
"Amamoto, Shouhei",87847,92623,0,0,0,1,18411,"Seki, Tomokazu"
"Amamoto, Shouzou",87849,96433,0,0,0,1,18411,"Takaoka, Binbin"
"Amamoto, Yoshimi",87850,95011,0,0,0,1,18411,"Sadaoka, Sayuri"
"Amamura, Kei",,268572,0,0,0,1,60505,"Watabe, Sayumi"
"Amanai, Yuu",,233447,0,0,0,1,551,"Takatsuka, Masaya"
"Amane, Yayoi",,156678,0,0,0,1,33668,"Takagaki, Ayahi"
Amang,222608,,0,0,0,1,41224,Miemie
"Amann, Carl",148904,,0,0,0,1,2416,"Yuuki, Hiro"
"Amano, Ayumi",,260045,0,0,0,1,58854,"Hatano, Wataru"
"Amano, Azusa",,240724,0,0,0,1,630,"Takashima, Gara"
"Amano, Clarence",49619,49619,0,0,0,1,783,"Ogata, Mitsuru"
"Amano, Daito",76430,76430,0,0,0,1,14293,"Kikumoto, Taira"
"Amano, Fumiharu",36482,36482,0,0,0,1,8481,"Fujiwara, Keiji"
"Amano, Junkichi",,130667,0,0,0,1,1148,"Kitamura, Kouichi"
"Amano, Keisuke",,160919,0,0,0,1,37324,"Tomatsu, Haruka"
"Amano, Kotoe",217980,,0,0,0,1,579,"Tanaka, Atsuko"
"Amano, Manager",,194418,0,0,0,1,48495,"Morikubo, Shoutarou"
"Amano, Misaki",42036,42036,0,0,0,1,10119,"Teramoto, Yukika"
"Amano, Sayoko",32814,32814,0,0,0,1,6796,"Hyoudou, Mako"
"Amano, Seika",,119031,0,0,0,1,6119,"Kasahara, Hiroko"
"Amano, Seiya",,147786,0,0,0,1,183,"Hamada, Youhei"
"Amano, Susumu",,154761,0,0,0,1,182,"Miki, Shinichiro"
"Amano, Yako",350742,227836,0,0,0,1,53428,"Sakakihara, Yuuki"
"Amano, Yoshihiro",69613,69613,0,0,0,1,4034,"Murozono, Takehiro"
"Amano, Yumi",317973,,0,0,0,1,51238,"Saitou, Shuka"
Amano-kachou,213889,,0,0,0,1,48495,"Morikubo, Shoutarou"
"Amanogawa, Himi",,229693,0,0,0,1,35681,"Yamamori, Yuka"
"Amanogawa, Mihoshi",,187469,0,0,0,1,40983,"Mineda, Mayu"
"Amanogawa, Mikoto",332970,229695,0,0,0,1,35681,"Suzuki, Takuma"
"Amanogawa, Nami",332971,229694,0,0,0,1,35681,"Shinohara, Emi"
"Amanogawa, Ryuusei",78769,78769,0,0,0,1,17291,"Chikiri, Kyouko"
"Amanogawa, Stella",361968,136446,0,0,0,1,28669,"Ohara, Sayaka|Oohara, Sayaka"
"Amanogawa, Taiki",,286992,0,0,0,1,17291,"Matsuyama, Takashi"
"Amanogawa, Yamato",332968,224576,0,0,0,1,35681,"Asai, Ayaka"
"Amanohara, Subaru",,168103,0,0,0,1,38226,"Ichimichi, Mao"
Amanojachuu,,254060,0,0,0,1,42803,"Noto, Mamiko"
"Amanokawa, Ippei",41280,41280,0,0,0,1,6985,"Kakegawa, Hirohiko"
"Amanokawa, Shunta",41278,41278,0,0,0,1,6985,"Shiraishi, Ryouko"
Amanorich,32897,32897,0,0,0,1,4334,"Katsu, Anri"
"Amanti, Gli",68895,68895,0,0,0,1,12967,"Toudou, Mai"
"Amanuma, Kousei",,246079,0,0,0,1,50183,"Kiuchi, Hidenobu"
"Amaral, Leona",,169204,0,0,0,1,37340,"Tezuka, Ryouko"
Amaranta,31136,31136,0,0,0,1,3297,"Sugiyama, Kazuko"
Amaranthus,,266467,0,0,0,1,59561,"Koshimizu, Ami"
Amaretto,,152349,0,0,0,1,32407,"Mogi, Takamasa"
Amarinth,18165,,0,0,0,1,5421,"Zanni, Chiara"
"Amaryllis, Suselina Rosa",,282404,0,0,0,1,58146,"Bridcutt, Sarah Emi"
Amaryouju,37188,37188,0,0,0,1,8476,"Ishizumi, Akihiko"
Amasaki,,248464,0,0,0,1,32983,"Takahashi, Hiroshi"
Amasu,392386,279044,0,0,0,1,60773,"Sakura, Ayane"
"Amasugi, Yuusaku",,165811,0,0,0,1,37490,"Nishiyama, Koutarou"
"Amaterasu, Kenshin",,173030,0,0,0,1,37969,"Enoki, Junya"
"Amaterasu, Oomikami",44229,44229,0,0,0,1,9934,"Tanaka, Rie"
Amaterasu-Oomikami,,95857,0,0,0,1,20457,"Isobe, Masako"
"Amatsu, Gai",325787,,0,0,0,1,42491,"Sakuragi, Nachi"
"Amatsu, Genshu",8804,,0,0,0,1,3534,"Nanami, Iruka"
"Amatsu, Ida",315862,134243,0,0,0,1,31559,"Kakihara, Tetsuya"
"Amatsu, Kakumei",,239520,0,0,0,1,54103,"Nakamura, Yuuichi"
"Amatsu, Tadahiro",1847,1847,0,0,0,1,231,"Mizushima, Daichuu"
"Amatsue, Hikari",,118219,0,0,0,1,3793,"Kusayanagi, Junko"
"Amatsuka, Kou",,102243,0,0,0,1,18277,"Kaji, Yuuki"
"Amatsuka, Mother",,40326,0,0,0,1,10196,"Kuwatani, Natsuko"
"Amatsuka, Youtarou",40313,40313,0,0,0,1,10196,"Kaji, Yuuki"
"Amatsuki, Meguru",,148756,0,0,0,1,33532,"Ichimichi, Mao"
Amatsumi,269189,142319,0,0,0,1,4773,"Ishida, Akira"
Amattan,,89441,0,0,0,1,6889,"Ichiryuusai, Harumi"
"Amawashi, Gouzou",307559,,0,0,0,1,50248,"Hirota, Kousei"
Amaya,,165876,0,0,0,1,37764,"Satou, Setsuji"
"Amaya, Rumi",160780,181928,0,0,0,1,41426,"Asano, Ruri"
"Amayadori, Etsuko",,140207,0,0,0,1,31804,"Minami, Kazue"
"Amayadori, Fuchi",,140208,0,0,0,1,31804,"Tani, Ikuko"
Amayo,,92649,0,0,0,1,2144,"Hayashi, Marika"
"Amayo, Jingoro",2361,2361,0,0,0,1,67,"Uo, Ken"
Amazon,,41041,0,0,0,1,869,"Okamoto, Maya"
"Amazoness, Last",,251682,0,0,0,1,2104,"Rikimaru, Noriko"
"Ambassador, Machine",,252266,0,0,0,1,1303,"Sugawara, Masashi"
"Amber, Bridget",26302,26302,0,0,0,1,1543,"Yono, Hikari"
"Ambler, Judith",70289,,0,0,0,1,6610,"Marchi, Jamie"
Ambre,,284352,0,0,0,1,61174,"Toujou, Hisako"
Ame-onna,,170204,0,0,0,1,37641,"Kakuma, Ai"
Amedeo,255005,,0,0,0,1,3111,"Fujimura, Tadahisa"
Amefuri-jiisan,,258765,0,0,0,1,3356,"Nagai, Ichiro"
"Amelia Ren, Matsunaga",,156981,0,0,0,1,36737,"Fujimori, Yukina"
"Amemiya, Noritada",66437,66437,0,0,0,1,4879,"Hiyama, Nobuyuki"
"Amemiya, Tougo",,45247,0,0,0,1,183,"Yusa, Kouji"
