voice_actor_name,voice_actor_id_anilist,voice_actor_id_mal,voice_actor_favorites_mal,voice_actor_favorites_anilist,voice_actor_favorites,anime_count,main_role_count,supporting_role_count,anime_ids,anime_titles
"Matsuoka, Misato",149680,50192,85,83,85,32,9,25,30455|37765|39792|39938|41454|45055|45613|46352|47257|48779|49618|49858|50175|51772|53393|53439|54259|54726|55102|55153|55689|56690|57390|57517|57888|58445|59161|59267|60407|60773|61579|63403,"KanColle: Itsuka Ano Umi de|Kidou Senshi Gundam: Senkou no Hathaway|Eizouken ni wa Te wo Dasu na!|Inu-Ou|Eizouken Mini Anime|Taishou Otome Otogibanashi|Kawaii dake ja Nai Shikimori-san|Blue Period|Shinigami Bocchan to Kuro Maid|Deaimon|Shuumatsu no Walküre II|Shinigami Bocchan to Kuro Maid 2nd Season|Yuusha, Yamemasu|Umayuru|Tengoku Daimakyou|Boushoku no Berserk|Rokudou no Onna-tachi|Tsuma, Shougakusei ni Naru.|Girls Band Cry|Yuzuki-san Chi no Yonkyoudai.|Utagoe wa Mille-Feuille|Re:Monster|Wonderful Precure!"
"Tamagawa, Sakiko",95448,,85,21,85,18,6,13,207|515|996|1150|1346|1488|1566|2150|2486|2692|2707|3447|3625|3692|3701|8233|18747|40045,Lodoss-tou Senki|Hajimari no Boukensha-tachi: Legend of Crystania|Bishoujo Senshi Sailor Moon: Sailor Stars|Legend of Crystania|AD Police|Area 88|Koukaku Kidoutai: Stand Alone Complex - Solid State Society|Tanoshii Muumin Ikka|Takahashi Rumiko Gekijou|CB Chara Go Nagai World|Majime ni Fumajime Kaiketsu Zorori|Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi|Battle Royal High School|Yes! Precure 5 GoGo!|Kaiba|Genji|Hotaru Kagayaku|Motto! Majime ni Fumajime Kaiketsu Zorori
"Yamaguchi, Takayuki",95852,852,85,77,85,20,5,15,175|193|298|318|327|328|419|509|558|992|993|1608|1746|2217|3012|5636|18391|23991|35681|37476,Tokyo Underground|Maburaho|.hack//Tasogare no Udewa Densetsu|Hand Maid May|Puchi Pri*Yucie|Piano|Samurai Deeper Kyou|I My Me! Strawberry Eggs|Major S2|Dual! Parallel Lun-Lun Monogatari|Dual! Parallel Runrun Monogatari Special|Salaryman Kintarou|Zoids Fuzors|Hand Maid May: Akiramemasen|Gekitou! Crush Gear Turbo|Restol: Teugsu Gujo Dae|Mini Van|Cardfight!! Vanguard Movie: Neon Messiah|Engimon|Cardfight!! Vanguard (2018)
"Toochika, Kouichi",95408,,85,26,85,14,4,9,131|335|437|2248|2384|2703|3505|3571|4134|5200|6361|6401|9288|45783,"Saiyuuki Reload Gunlock|Matantei Loki Ragnarok|Perfect Blue|Naruto: Dai Katsugeki!! Yuki Hime Ninpouchou Dattebayo! - Konoha no Sato no Dai Undoukai|Yakusai Kochou|Chousoku Spinner|Yuusha Shirei Dagwon|Mach GoGoGo (1997)|Naruto: Shippuuden - Shippuu! ""Konoha Gakuen"" Den|Offside (TV)|ef: A Tale of Memories. - Prologue|ef: A Tale of Melodies. - Prologue|Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... desu ka!?|Saiyuuki Reload: Zeroin"
"Yamamoto, Ayano",107477,12477,85,16,85,14,4,10,10338|10863|11577|13599|15037|17681|20555|21681|27957|27967|30484|36037|37492|50267,Honto ni Atta! Reibai Sensei|Steins;Gate: Oukoubakko no Poriomania|Steins;Gate Movie: Fuka Ryouiki no Déjà vu|Robotics;Notes|Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou|Zettai Bouei Leviathan|SoniAni: Super Sonico The Animation|Hanayamata|Steins;Gate: Soumei Eichi no Cognitive Computing|Senran Kagura Estival Versus: Mizugi-darake no Zenyasai|Steins;Gate 0|Senran Kagura Shinovi Master: Tokyo Youma-hen|Steins;Gate 0: Kesshou Takei no Valentine - Bittersweet Intermedio|Irodorimidori
"Iguchi, Yuuichi",105064,,85,34,85,12,3,9,10015|10935|17821|19845|33419|33618|34279|40506|43814|49469|54854|57614,Yu☆Gi☆Oh! Zexal|Hourou Musuko Specials|Stella Jogakuin Koutou-ka C³-bu|Ore no Imouto ga Konnani Kawaii Wake ga Nai.: SD Chara ni Yoru Short Movie|12-sai.: Chicchana Mune no Tokimeki 2nd Season|Ozmafia!! Special|Grancrest Senki|Shadowverse|Deatte 5-byou de Battle|Beastars Final Season|Shadowverse Flame: Seven Shadows-hen|Shadowverse Flame: Arc-hen
"Saijou, Nagomi",142674,48355,85,32,85,3,3,0,37589|40148|40924,Ano Hi no Kanojo-tachi|22/7|22/7: 8+3=?
"Shimada, Bin",95651,,85,37,85,31,2,26,151|1107|1369|2119|2216|2335|2423|2462|2599|2601|2760|2803|3327|4200|4471|5395|5918|6462|7162|8550|9759|11703|19799|23353|24543|30524|33490|34076|34820|40035|58913,Re: Cutie Honey|Youjuu Toshi|Meitantei Conan OVA 01: Conan vs. Kid vs. Yaiba - Houtou Soudatsu Daikessen!!|Captain Tsubasa: Ayaushi! Zen Nihon Jr.|Shigurui|Kenyuu Densetsu Yaiba|Grey: Digital Target|Toushinden|Juusenki L-Gaim I: Pentagona Window + Lady Gavlet|Juusenki L-Gaim III: Full Metal Soldier|Densetsu Kyojin Ideon: Sesshoku-hen|Densetsu no Yuusha da Garn|Giant Gorg|Dirty Pair OVA|Shin SOS Dai Tokyo Tankentai|Nekketsu Saikyou Go-Saurer|Deimos no Hanayome: Ran no Kumikyoku|Amefuri Kozou|Yaruki Manman|Dr. Slump Movie 10: Arale no Bikkuriman|Future GPX Cyber Formula Graffiti|Code:Breaker|Robot Girls Z|Itsuka no Main: Kaminari Shounen - Tenta Sanjou!
"Yamamoto, Ayano",107477,,85,16,85,3,2,2,19799|25253|27957,Robot Girls Z|Nekketsu Jinmen Inu: Life Is Movie|Steins;Gate: Soumei Eichi no Cognitive Computing
"Duran, Marisa",207067,,85,76,85,3,2,1,46569|49818|59730,"Jigokuraku|Guimi Zhi Zhu: Xiaochou Pian|A-Rank Party wo Ridatsu shita Ore wa, Moto Oshiego-tachi to Meikyuu Shinbu wo Mezasu."
"Snow, Derick",129490,,33,85,85,4,1,3,33433|50462|52093|57567,Shuumatsu no Izetta|Jiyi Guanli Ju|Trigun Stampede|Shy 2nd Season
"Saijou, Nagomi",142674,,85,32,85,1,1,0,62385,Ano Hi no Kanojo-tachi: Day 09 - Miu Takigawa
"Matsuda, Kenichirou",105273,,85,55,85,15,0,14,11633|19367|32878|38179|39030|39584|39864|44511|47159|50664|52274|52635|52962|54294|54638,"Blood Lad|Galilei Donna|ēlDLIVE|Kino no Tabi: The Beautiful World - The Animated Series - Haikyo no Kuni - On Your Way|Hataage! Kemono Michi|Human Lost: Ningen Shikkaku|Petit Clover Advance|Chainsaw Man|Tensai Ouji no Akaji Kokka Saisei Jutsu|Saihate no Paladin: Tetsusabi no Yama no Ou|Nokemono-tachi no Yoru|Kami no Tou: Ouji no Kikan|Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story|Dog Signal|Kawagoe Boys Sing"
"Yamaguchi, Takayuki",95852,,85,77,85,2,0,1,509|3358,I My Me! Strawberry Eggs|Kure-nai
"Koyama, Sahomi",105348,,11,84,84,28,23,4,5316|10851|11827|16189|21751|21925|22081|24641|25345|29808|30614|31118|32405|32833|32895|33165|34638|34659|35028|36720|37815|40212|42224|42592|48651|49020|50435|56497,Rape! Rape! Rape!|Euphoria|Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru|Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita|Okusama wa Moto Yariman|Chichiiro Toiki|Cosplay Rakuen|Baku Ane: Otouto Shibocchau zo! The Animation|Rance 01: Hikari wo Motomete The Animation|Namaiki: Kissuisou e Youkoso! The Animation|Ane Yome Quartet|Demon Busters: Ecchi na Ecchi na Demon Taiji The Animation|Marshmallow★Imouto★Succubus★|Nudist Beach ni Shuugaku Ryokou de!! The Animation|Chijoku no Seifuku|Mashou no Nie 3|Jitaku Keibiin|Otokonoko ♂ Delivery|Baka Dakedo Chinchin Shaburu no dake wa Jouzu na Chii-chan♡|Youkoso! Sukebe Elf no Mori e|Niizuma Koyomi The Animation|Shigokare: Ecchi na Joshi Daisei to Doki x2 Love Lesson!! The Animation|Shikiyoku Infinite|Kaa-chan no Tomodachi ni Shikotteru Tokoro Mirareta. The Animation|Sakusei Byoutou The Animation
"Noguchi, Ruriko",126853,41974,84,71,84,16,7,9,32038|37982|38790|39966|40608|41514|41520|44191|44275|49292|49939|50999|56830|59419|59636|61930,Show By Rock!! #|Domestic na Kanojo|Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.|Tamayomi|Muv-Luv Alternative|Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2|Show by Rock!! Stars!!|Tropical-Rouge! Precure|Selection Project|Deep Insanity: The Lost Child|Petit Seka|Extreme Hearts|Journey to Bloom|Project Sekai Movie: Kowareta Sekai to Utaenai Miku|Uma Musume: Cinderella Gray|Uma Musume: Cinderella Gray Part 2
"Kawashima, Umika",107044,12044,84,11,84,4,1,3,8934|12857|13271|34580,Star Driver: Kagayaki no Takuto|Star Driver the Movie|Hunter x Hunter Movie 1: Phantom Rouge|Nana Maru San Batsu
"Kitamura, Ryou",128201,43681,84,51,84,3,1,2,32212|35251|56746,Ensemble Stars!|Sengoku Night Blood|Ensemble Stars!! Tsuioku Selection Checkmate
"Ueto, Aya",96084,1084,84,3,84,2,1,1,2594|35798,Piano no Mori|Meitantei Conan Movie 22: Zero no Shikkounin
"Phillips, Kyle",114811,,59,84,84,2,0,2,53924|61339,Jibaku Shounen Hanako-kun 2|Jibaku Shounen Hanako-kun 2 Part 2
"Noguchi, Ruriko",126853,,84,71,84,2,0,1,33075|50638,Musaigen no Phantom World: Mizutama no Kiseki|Muv-Luv Alternative 2nd Season
"Kawashima, Umika",107044,,84,11,84,1,0,1,13271,Hunter x Hunter Movie 1: Phantom Rouge
"Bueno, Raíssa",138517,,84,29,84,1,0,1,40356,Tate no Yuusha no Nariagari Season 2
"Koyama, Sahomi",105348,78351,11,84,84,1,0,1,50694,Summer Pockets
"Ichiki, Mitsuhiro",96527,1527,83,29,83,67,23,44,24|158|269|444|517|576|846|1729|2954|3470|3750|4015|4550|5307|6547|6705|6747|7054|9367|9587|10172|10298|10851|11111|16001|18001|21373|31072|31221|31452|32370|32697|33023|33462|33985|34863|34961|35484|35712|35964|36444|36531|36560|36914|37033|37188|37521|37940|38668|39184|39960|40272|40532|42959|44055|47777|50184|50438|50672|50685|51440|51859|53447|54309|54914|55153|56784,School Rumble|Maria-sama ga Miteru|Bleach|Maria-sama ga Miteru: Haru|School Rumble: Ichi Gakki Hoshuu|Magikano|School Rumble Ni Gakki|Maria-sama ga Miteru 3rd|Maria-sama ga Miteru 3rd Specials|Special A|Maria-sama ga Miteru 4th|School Rumble San Gakki|Hyakko|Sora wo Kakeru Shoujo|Angel Beats!|Tayutayu: Pure My Heart|Dance in the Vampire Bund|Kaichou wa Maid-sama!|Freezing|Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!|Freezing Specials|Kaichou wa Maid-sama!: Goshujinsama to Asonjao♥|Euphoria|Another|Kokoro Connect: Michi Random
Ajie,164995,,0,83,83,36,17,17,10259|32936|33195|33350|33562|33926|34940|36290|36544|36644|37078|37293|37564|37932|38325|38536|38918|40208|40435|40732|41221|41917|42950|44389|44406|49208|49750|49915|50400|50581|51280|54974|55821|58555|59385|60772,Da Yu Hai Tang (Movie)|Gin no Guardian|Shi Wan Ge Leng Xiaohua Movie 1|Zhen Hun Jie|Heibai Wushuang|Quanzhi Gaoshou|Dongguo Xiaojie|Xiang Ling Ji|Heibai Wushuang 2nd Season|Shaonian Jinyiwei|Quanzhi Gaoshou Specials|Wo Jia Da Shixiong Naozi You Keng|Wo de Ni Tian Shen Qi|Quanzhi Gaoshou 2|Yi Ren Zhi Xia: Fanwai Pian|Yi Ren Zhi Xia 3: Rushi Pian|Shaonian Ge Xing|Wo Kai Dongwuyuan Naxie Nian|Mo Dao Zu Shi Q|Shaonian Ge Xing: Feng Hua Xue Yue Pian Part 1|Liang Bu Yi|Min Diao Ju Yi Wen Lu|Wo Jia Da Shixiong Shi Ge Fanpai|Zi Chuan
"Hoshino, Takanori",96052,1052,83,42,83,75,11,64,15|29|132|241|411|487|859|1230|2404|3354|3958|3972|5298|5978|6418|6918|6951|6973|7081|7592|8800|8840|9135|10049|10201|11771|12431|13125|16782|16894|17137|17187|19099|19195|22125|22135|25303|27411|28891|29755|30503|32542|32950|33889|33983|34100|34636|35183|35204|37475|37510|37764|37965|37990|38903|39651|40230|40262|41341|41574|42030|45783|47163|49163|50172|52742|53273|53716|54028|55318|57614|59027|59514|59644|61491,Eyeshield 21|Zipang|GetBackers|Girls Bravo: First Season|Gun x Sword|Girls Bravo: Second Season|Digimon Savers|Innocent Venus|Zombie-Loan|Zombie-Loan Specials|Kannagi|Yu☆Gi☆Oh! 5D's|Yu☆Gi☆Oh! 5D's: Shinkasuru Kettou! Stardust vs. Red Demon's|Kannagi: Moshimo Kannagi ga Attara...|Eyeshield 21: Jump Festa 2005 Special|Wolverine|Yu☆Gi☆Oh! Movie: Chou Yuugou! Toki wo Koeta Kizuna|Senkou no Night Raid|Danball Senki|Nurarihyon no Mago|Senkou no Night Raid Specials|Senkou no Night Raid: Yogen|Fullmetal Alchemist: The Sacred Star of Milos|Nurarihyon no Mago: Sennen Makyou|Senkou no Night Raid: Aruku Hako
"Imamura, Ayaka",119320,34697,83,24,83,20,8,12,22199|22865|25397|28883|30091|30187|31338|31564|32555|32998|33031|33047|33173|33390|34525|35240|36108|36424|36485|50267,Akame ga Kill!|Rokujouma no Shinryakusha!?|Absolute Duo|Hidan no Aria AA|Chaos Dragon: Sekiryuu Seneki|Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru|Hundred|Sansha Sanyou|Stella no Mahou|91 Days|Shakunetsu no Takkyuu Musume|Fate/Extra: Last Encore|Sansha Sanyou Specials|Zunda Horizon|Centaur no Nayami|Princess Principal|Takunomi.|Princess Principal: Ange Report|Princess Principal Picture Drama|Irodorimidori
"Aoi, Teruhiko",106710,11710,83,43,83,6,5,1,757|2402|2920|2921|2922|8554,Kaze wo Mita Shounen|Ashita no Joe|Ashita no Joe (Movie)|Ashita no Joe 2|Ashita no Joe 2 (Movie)|Hashire Melos (1981)
"Ichiki, Mitsuhiro",96527,,83,29,83,6,3,3,33618|33985|35964|37826|39967|55978,Ozmafia!! Special|Bloodivores|Basilisk: Ouka Ninpouchou|Osake wa Fuufu ni Natte kara: Yuzu Atsukan|Shinkansen Henkei Robo Shinkalion: Mirai kara Kita Shinsoku no ALFA-X|BeyWarriors: Cyborg
"Kada, Satoshi",216502,54943,83,40,83,2,2,0,48641|52045,Obey Me!|Obey Me! Season 2
"Aoi, Teruhiko",106710,,83,43,83,1,1,0,7698,Sangokushi: Dai San Bu - Harukanaru Taichi
"Wang, Yibo",188460,,83,21,83,1,1,0,37207,Zuori Qing Kong
"Kada, Satoshi",216502,,83,40,83,1,1,0,49755,Obey Me!: Makai Dai Ryokou!
"Hoshino, Takanori",96052,,83,42,83,12,0,11,5501|19669|21639|30920|40075|40154|40506|42310|51367|56285|60009|61491,Gun x Sword-san|Kuroko no Basket: Baka ja Katenai no yo!|Yu☆Gi☆Oh! Arc-V|Utopa|Koi to Producer: EVOLxLOVE|Hero Mask 2nd Season|Shadowverse|Cyberpunk: Edgerunners|JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2|Ninja Kamui|Chuuzenji-sensei Mononoke Kougiroku: Sensei ga Nazo wo Hodoite Shimau kara.|Chibizenji-sensei Inokori Kougiroku
"Dodge, Lucien",115853,,75,83,83,2,0,2,37435|50399,Carole & Tuesday|Tian Guan Cifu Er
"Imamura, Ayaka",119320,,83,24,83,1,0,1,31338,Hundred
"DeLisle, Grey",,32305,83,0,83,1,0,1,4970,Afro Samurai: Resurrection
"Asahina, Madoka",119812,39674,82,54,82,48,15,32,31498|31890|31953|33489|34277|34787|34834|34914|35078|35480|35860|37579|37999|38186|38328|38993|39819|40004|40483|40591|40594|42519|43608|43609|44376|48569|49721|49722|50338|50475|51815|52578|52814|53200|53580|54275|54595|55690|56105|56561|56741|57845|58272|59290|59820|59892|61023|63403,"Pan de Peace!|Nurse Witch Komugi-chan R|New Game!|Little Witch Academia (TV)|New Game! Watashi, Shain Ryokou tte Hajimete nanode...|Idol Time PriPara|Hina Logi: From Luck & Logic|New Game!!|Mitsuboshi Colors|Karadasagashi|Karakai Jouzu no Takagi-san|Tonari no Kyuuketsuki-san|Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen|Bokutachi wa Benkyou ga Dekinai|Azur Lane|Karakai Jouzu no Takagi-san 2|Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru|Bokutachi wa Benkyou ga Dekinai!|Murenase! Seton Gakuen|Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen|Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari|Bokutachi wa Benkyou ga Dekinai! Chapel no Kane wa [X] wo Shukufuku Suru|Kaguya-sama wa Kokurasetai: Ultra Romantic|Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA|Idol Land PriPara"
"Hioka, Natsumi",112777,17777,82,56,82,35,10,25,21085|22117|30385|31163|31804|33069|33118|33197|33475|35078|35314|37232|37349|37952|38009|39523|40530|40594|40685|40879|41833|43007|45425|47160|48857|48916|50281|50287|50803|50963|51462|51678|54565|57181|60159,"Witch Craft Works|Witch Craft Works: Takamiya-kun to Imouto no Warudakumi|Valkyrie Drive: Mermaid|Dimension W|Kuma Miko|Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka|Kuma Miko Specials|Lostorage Incited WIXOSS|Busou Shoujo Machiavellianism|Mitsuboshi Colors|Busou Shoujo Machiavellianism: Doki! ""Goken-darake"" no Ian Ryokou|Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo|Goblin Slayer|Shoumetsu Toshi|Re:Stage! Dream Days♪|Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!|Jaku-Chara Tomozaki-kun|Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari|Super Cub|Love Live! Nijigasaki Gakuen School Idol Doukoukai|Kyuuketsuki Sugu Shinu|Osananajimi ga Zettai ni Makenai Love Comedy|Slow Loop|Goblin Slayer II|Healer Girl"
"Nagaku, Yuki",119370,36621,82,35,82,14,5,10,24275|29163|31733|32993|34051|34403|34745|35220|38012|38544|41389|50307|54760|55887,"Medamayaki no Kimi Itsu Tsubusu?|Sore ga Seiyuu!|Bishoujo Senshi Sailor Moon Crystal Season III|Sore ga Seiyuu!: Petit Uchiage|Akiba's Trip The Animation|Hajimete no Gal|Mahoujin Guruguru (2017)|Youkai Apartment no Yuuga na Nichijou|Toe! Space Attendant Aoi|Egao no Daika|Tonikaku Kawaii|Tonikaku Kawaii 2nd Season|Ryza no Atelier: Tokoyami no Joou to Himitsu no Kakurega|Kekkon suru tte, Hontou desu ka"
"Asahina, Madoka",119812,,82,54,82,13,2,7,31387|31762|34032|35078|37579|40496|40594|48417|51139|52198|52970|55774|58445,"Aru Hi Inu no Kuni kara Tegami ga Kite|King of Prism by Pretty Rhythm|King of Prism: Pride the Hero|Mitsuboshi Colors|Tonari no Kyuuketsuki-san|Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou|Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari|Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou|Kizuna no Allele|Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai|Chiichai! Maou-sama!!|Himesama ""Goumon"" no Jikan desu|Sayounara Ryuusei, Konnichiwa Jinsei"
"Yukihana, Lamy",206026,,11,82,82,1,1,0,53076,Hololive Summer 2022
"Yukihana, Lamy",206026,69612,11,82,82,1,1,0,58033,"Kore wa, Watashi no Monogatari."
"Teramoto, Yukika",106989,11989,48,82,82,5,0,6,8675|10119|10155|10196|11783,Seitokai Yakuindomo|Seitokai Yakuindomo OVA|Dog Days|Baby Princess 3D Paradise 0 [Love]|Dog Days'
"Teramoto, Yukika",106989,,48,82,82,2,0,1,34504|40814,Seitokai Yakuindomo Movie|Seitokai Yakuindomo Movie 2
"Nagaku, Yuki",119370,,82,35,82,2,0,2,39948|44931,Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season|Tonikaku Kawaii: SNS
"Hioka, Natsumi",112777,,82,56,82,1,0,1,53196,Watashi dake no Okosama Lunch
"Hill, Matt",95303,,82,16,82,1,0,1,1710,Rockman.EXE
"Shimamoto, Kazuhiko",97479,,73,82,82,1,0,0,2050,Honoo no Tenkousei
"Takumi, Yasuaki",106510,11510,81,14,81,63,7,57,5337|6045|9065|9656|11319|11617|12729|13357|13837|15451|15547|17777|21679|23121|23423|23673|24455|24703|27775|27829|29511|30014|30123|30709|31251|31402|31630|31890|31952|32094|32262|32829|33051|33197|33743|34104|34213|34280|34281|34411|34481|34712|34978|36475|37126|37210|37272|37525|37831|38186|38480|38691|40004|40750|44940|45425|48707|49854|49866|55844|55994|56538|62264,"Bakugan Battle Brawlers: New Vestroia|Kimi ni Todoke|Hakuouki: Hekketsuroku|Kimi ni Todoke 2nd Season|Zero no Tsukaima F|High School DxD|High School DxD OVA|High School DxD Specials|Meitantei Conan Bonus File: Fantasista no Hana|High School DxD New|Cross Fight B-Daman eS|Saikin, Imouto no Yousu ga Chotto Okashiinda ga.|Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA|Jinsei|Mujaki no Rakuen|Ookami Shoujo to Kuro Ouji|Madan no Ou to Vanadis|High School DxD BorN|Plastic Memories|Heavy Object|Ongaku Shoujo|Momokuri|Akagami no Shirayuki-hime|Kamisama Hajimemashita: Kako-hen"
"Takumi, Yasuaki",106510,,81,14,81,10,1,7,13171|13927|27829|36246|37349|37395|37408|37430|45195|47160,Wasurenagumo|Sacred Seven: Shirogane no Tsubasa Picture Drama|Heavy Object|Monster Strike Anime: Kieyuku Uchuu-hen|Goblin Slayer|Zoids Wild|Taishou Mebiusline: Chicchai-san - You and I|Tensei shitara Slime Datta Ken|An Jie Shen Shi|Goblin Slayer II
"Hackney, Chris",129650,,0,81,81,5,1,4,31478|32867|38003|50330|50664,Bungou Stray Dogs|Bungou Stray Dogs 2nd Season|Bungou Stray Dogs 3rd Season|Bungou Stray Dogs 4th Season|Saihate no Paladin: Tetsusabi no Yama no Ou
Yuina,283975,60279,55,81,81,3,1,2,50203|53287|59944,Love Live! Superstar!! 2nd Season|Love Live! Superstar!! 3rd Season|Poketoon (2024)
"Bartley, Ryan",129224,,79,81,81,1,0,1,20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders
Yuina,283975,,55,81,81,1,0,1,59944,Poketoon (2024)
"Minami, Omi",95323,323,80,31,80,94,27,71,120|143|167|173|195|218|219|228|274|293|318|335|360|379|438|445|509|533|556|564|582|592|593|604|605|824|878|918|1017|1018|1042|1046|1127|1128|1140|1193|1224|1272|1274|1284|1486|1498|1514|1519|1571|1575|1590|1623|1683|1684|1844|1953|2067|2124|2217|2280|2570|2699|2700|2916|3012|3157|3654|3935|4596|5440|5670|6068|6959|8440|9510|9768|9969|10012|10821|12685|15335|15417|15927|20931|21899|23427|28977|30544|31737|34438|34439|35044|35843|36838|37491|39486|54757|59688,Fruits Basket|Kannazuki no Miko|Scrapped Princess|Tactics|Onegai☆Teacher|Kidou Senkan Nadesico|Kidou Senkan Nadesico: The Prince of Darkness|Jigoku Shoujo|Kiddy Grade|Di Gi Charat|Hand Maid May|Matantei Loki Ragnarok|Himiko-den|Heppoko Jikken Animation Excel♥Saga|Phantom The Animation|Tales of Eternia The Animation|I My Me! Strawberry Eggs|Sensei no Ojikan: Dokidoki School Hours|Koutetsu Tenshi Kurumi Zero|Puni Puni☆Poemii|Sexy Commando Gaiden: Sugoi yo!! Masaru-san|PopoloCrois|Mugen no Ryvius
"Ishii, Kouji",95045,45,80,21,80,141,18,132,1|7|18|21|26|58|66|97|115|116|117|118|123|124|134|136|138|160|186|198|239|240|247|286|292|306|327|340|360|380|381|383|534|535|567|603|606|616|633|647|751|890|915|957|971|1020|1025|1157|1162|1184|1248|1382|1442|1564|1630|1660|1699|1703|1797|1798|1802|1820|1846|1894|1967|1968|2213|2262|2384|2501|2508|2514|2782|3036|3086|3154|3226|3418|3457|3599|3816|3972|4028|4136|4533|4722|4752|5029|5251|5337|6114|6571|6675|6875|7655|7724|8241|8795|9761|10114|10301|10739|11837|11917|12725|15315|15783|17655|18771|25241|26449|29067|31370|32998|33964|34741|34978|35254|36371|36653|38005|40074|40613|40685|40961|44942|50010|51371|51653|52293|52826|53223|54757|55911|55995|56785|57441|58913|59571|60108|61517,"Cowboy Bebop|Witch Hunter Robin|Initial D Fourth Stage|One Piece|Texhnolyze|Blue Gender|Azumanga Daiou The Animation|Last Exile|Ijigen no Sekai El-Hazard|Shinpi no Sekai El-Hazard (TV)|Shinpi no Sekai El-Hazard|Shinpi no Sekai El-Hazard Season 2|Fushigi Yuugi|Fushigi Yuugi: Eikouden|Gunslinger Girl|Hunter x Hunter|Hunter x Hunter: Greed Island|Ima, Soko ni Iru Boku|Initial D Second Stage|Speed Grapher|Gankutsuou|Genshiken|Harukanaru Toki no Naka de: Hachiyou Shou|B'T X|Dear Boys"
"Fujimori, Yukina",103955,8955,80,20,80,25,18,9,3940|4600|5743|6041|9442|10695|10779|10851|11827|13219|15537|17012|17541|20801|23719|25055|25345|30817|32833|32997|33981|34529|35581|36737|37405,Oshiete Re: Maid|Aneki... My Sweet Elder Sister The Animation|Saimin Ryoujoku Gakuen|Honoo no Haramase Doukyuusei|Bust to Bust: Chichi wa Chichi ni|Yume Kui: Tsurumiku Shiki Game Seisaku|Eroge! H mo Game mo Kaihatsu Zanmai|Euphoria|Kuroinu: Kedakaki Seijo wa Hakudaku ni Somaru|Himesama Gentei!|Tsugou no Yoi Sexfriend?|Koukai Benjo The Animation|Kotowari: Kimi no Kokoro no Koboreta Kakera|Koakuma Kanojo The Animation|Rennyuu Tales The Animation|Furifure The Animation|Rance 01: Hikari wo Motomete The Animation|Netoraserare|Nudist Beach ni Shuugaku Ryokou de!! The Animation|Lo Re: Pako Sukusuku Mizuki-chan The Animation|Pretty x Cation 2 The Animation|Toriko no Kusari: Shojo-tachi wo Yogosu Midara na Kusabi|Oide yo! Mizuryuu Kei Land
