mal_id,anilist_id,title,type,staff_id_anilist,staff_name,staff_role,staff_role_group,staff_language,staff_favorites_mal,staff_favorites_anilist,staff_favorites,source,staff_group_key
107,107.0,Ou Dorobou Jing,TV,101189,"Watanabe, Hiroshi",Director,director,Japanese,4,8,8,AniList,staff_id_anilist:101189
108,108.0,Ou Dorobou Jing in Seventh Heaven,OVA,97369,"Kumakura, Yuuichi",Original Creator,original_creator,Japanese,11,3,11,AniList,staff_id_anilist:97369
108,108.0,Ou Dorobou Jing in Seventh Heaven,OVA,101189,"Watanabe, Hiroshi",Director,director,Japanese,4,8,8,AniList,staff_id_anilist:101189
109,109.0,Bakuretsu Tenshi,TV,100986,"Oohata, Kouichi",Director,director,Japanese,50,26,50,AniList,staff_id_anilist:100986
109,109.0,Bakuretsu Tenshi,TV,102066,"Hakua, Ugetsu",Original Character Design,original_character_design,Japanese,17,6,17,AniList,staff_id_anilist:102066
110,110.0,Chuuka Ichiban!,TV,97758,"Ogawa, Etsushi",Original Creator,original_creator,Japanese,2,1,2,AniList,staff_id_anilist:97758
110,110.0,Chuuka Ichiban!,TV,104723,"Annou, Masami",Director,director,Japanese,0,5,5,AniList,staff_id_anilist:104723
111,111.0,Corrector Yui,TV,118514,"Mutou, Yuuji",Director,director,Japanese,3,3,3,AniList,staff_id_anilist:118514
112,112.0,Chou Henshin Cosprayers,TV,109439,"Arakawa, Naruhisa",Original Creator,original_creator,Japanese,18,11,18,AniList,staff_id_anilist:109439
112,112.0,Chou Henshin Cosprayers,TV,101738,"Takahashi, Takeo",Director,director,Japanese,63,24,63,AniList,staff_id_anilist:101738
113,113.0,Uchuu no Stellvia,TV,100391,"Satou, Tatsuo",Director,director,Japanese,24,10,24,AniList,staff_id_anilist:100391
114,114.0,Sakigake!! Cromartie Koukou,TV,97322,"Nonaka, Eiji",Original Creator,original_creator,Japanese,31,14,31,AniList,staff_id_anilist:97322
114,114.0,Sakigake!! Cromartie Koukou,TV,101153,"Sakurai, Hiroaki",Director,director,Japanese,61,52,61,AniList,staff_id_anilist:101153
115,115.0,Ijigen no Sekai El-Hazard,TV,106444,"Kikuchi, Yasuhito",Director,director,Japanese,23,5,23,AniList,staff_id_anilist:106444
115,115.0,Ijigen no Sekai El-Hazard,TV,101474,"Nakazawa, Kazuto",Original Character Design,original_character_design,Japanese,161,98,161,AniList,staff_id_anilist:101474
116,116.0,Shinpi no Sekai El-Hazard (TV),TV,101765,"Akiyama, Katsuhito",Director,director,Japanese,12,14,14,AniList,staff_id_anilist:101765
118,118.0,Shinpi no Sekai El-Hazard Season 2,OVA,101180,"Iwasaki, Yoshiaki",Director,director,Japanese,23,8,23,AniList,staff_id_anilist:101180
119,119.0,Final Approach,TV,107585,"Yamamoto, Takashi",Director,director,Japanese,2,0,2,AniList,staff_id_anilist:107585
119,119.0,Final Approach,TV,100181,"Nishimata, Aoi",Original Character Design,original_character_design,Japanese,26,12,26,AniList,staff_id_anilist:100181
120,120.0,Fruits Basket,TV,96873,"Takaya, Natsuki",Original Creator,original_creator,Japanese,1035,546,1035,AniList,staff_id_anilist:96873
120,120.0,Fruits Basket,TV,100640,"Daichi, Akitarou",Director,director,Japanese,91,38,91,AniList,staff_id_anilist:100640
121,121.0,Fullmetal Alchemist,TV,96874,"Arakawa, Hiromu",Original Creator,original_creator,Japanese,11002,3142,11002,AniList,staff_id_anilist:96874
121,121.0,Fullmetal Alchemist,TV,100083,"Mizushima, Seiji",Director,director,Japanese,127,42,127,AniList,staff_id_anilist:100083
122,122.0,Full Moon wo Sagashite,TV,96878,"Tanemura, Arina",Original Creator,original_creator,Japanese,2019,452,2019,AniList,staff_id_anilist:96878
122,122.0,Full Moon wo Sagashite,TV,106845,"Katou, Toshiyuki",Director,director,Japanese,12,14,14,AniList,staff_id_anilist:106845
123,123.0,Fushigi Yuugi,TV,96930,"Watase, Yuu",Original Creator,original_creator,Japanese,1115,147,1115,AniList,staff_id_anilist:96930
123,123.0,Fushigi Yuugi,TV,102502,"Kamegaki, Hajime",Director,director,Japanese,19,9,19,AniList,staff_id_anilist:102502
124,124.0,Fushigi Yuugi: Eikouden,OVA,96930,"Watase, Yuu",Original Creator,original_creator,Japanese,1115,147,1115,AniList,staff_id_anilist:96930
124,124.0,Fushigi Yuugi: Eikouden,OVA,99694,"Nishizaki, Megumi",Original Story,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:99694
124,124.0,Fushigi Yuugi: Eikouden,OVA,136442,"Shimazaki, Nanako",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:136442
125,125.0,Futakoi,TV,107278,"Sasaki, Mutsumi",Original Creator,original_creator,Japanese,20,21,21,AniList,staff_id_anilist:107278
125,125.0,Futakoi,TV,110217,"Tomizawa, Nobuo",Director,director,Japanese,0,1,1,AniList,staff_id_anilist:110217
126,126.0,Futakoi Alternative,TV,107278,"Sasaki, Mutsumi",Original Creator,original_creator,Japanese,20,21,21,AniList,staff_id_anilist:107278
127,127.0,Gate Keepers,TV,106134,"Chigira, Kouichi",Director,director,Japanese,14,9,14,AniList,staff_id_anilist:106134
129,129.0,Gensoumaden Saiyuuki,TV,97182,"Minekura, Kazuya",Original Creator,original_creator,Japanese,435,73,435,AniList,staff_id_anilist:97182
129,129.0,Gensoumaden Saiyuuki,TV,100843,"Date, Hayato",Director,director,Japanese,74,18,74,AniList,staff_id_anilist:100843
130,130.0,Saiyuuki Reload,TV,97182,"Minekura, Kazuya",Original Creator,original_creator,Japanese,435,73,435,AniList,staff_id_anilist:97182
130,130.0,Saiyuuki Reload,TV,117687,"Endou, Tetsuya",Director,director,Japanese,5,0,5,AniList,staff_id_anilist:117687
131,131.0,Saiyuuki Reload Gunlock,TV,97182,"Minekura, Kazuya",Original Creator,original_creator,Japanese,435,73,435,AniList,staff_id_anilist:97182
131,131.0,Saiyuuki Reload Gunlock,TV,117687,"Endou, Tetsuya",Director,director,Japanese,5,0,5,AniList,staff_id_anilist:117687
132,132.0,GetBackers,TV,96886,"Kibayashi, Shin",Original Story,original_creator,Japanese,78,52,78,AniList,staff_id_anilist:96886
132,132.0,GetBackers,TV,100655,"Furuhashi, Kazuhiro",Director,director,Japanese,190,117,190,AniList,staff_id_anilist:100655
132,132.0,GetBackers,TV,103143,"Motonaga, Keitarou",Director,director,Japanese,64,21,64,AniList,staff_id_anilist:103143
132,132.0,GetBackers,TV,96887,"Ayamine, Rando",Original Character Design,original_character_design,Japanese,14,5,14,AniList,staff_id_anilist:96887
133,133.0,Green Green,TV,118514,"Mutou, Yuuji",Director,director,Japanese,3,3,3,AniList,staff_id_anilist:118514
133,133.0,Green Green,TV,114657,"Katakura, Shinji",Original Character Design,original_character_design,Japanese,2,3,3,AniList,staff_id_anilist:114657
134,134.0,Gunslinger Girl,TV,97113,"Aida, Yuu",Original Creator,original_creator,Japanese,27,27,27,AniList,staff_id_anilist:97113
134,134.0,Gunslinger Girl,TV,100921,"Asaka, Morio",Director,director,Japanese,204,164,204,AniList,staff_id_anilist:100921
135,135.0,Hikaru no Go,TV,96889,"Hotta, Yumi",Original Story,original_creator,Japanese,29,19,29,AniList,staff_id_anilist:96889
135,135.0,Hikaru no Go,TV,96888,"Obata, Takeshi",Original Character Design,original_character_design,Japanese,4812,1312,4812,AniList,staff_id_anilist:96888
136,136.0,Hunter x Hunter,TV,96893,"Togashi, Yoshihiro",Original Creator,original_creator,Japanese,20902,6591,20902,AniList,staff_id_anilist:96893
136,136.0,Hunter x Hunter,TV,100655,"Furuhashi, Kazuhiro",Director,director,Japanese,190,117,190,AniList,staff_id_anilist:100655
137,137.0,Hunter x Hunter: Original Video Animation,OVA,96893,"Togashi, Yoshihiro",Original Creator,original_creator,Japanese,20902,6591,20902,AniList,staff_id_anilist:96893
137,137.0,Hunter x Hunter: Original Video Animation,OVA,134974,"Saga, Satoshi",Director,director,Japanese,0,3,3,AniList,staff_id_anilist:134974
138,138.0,Hunter x Hunter: Greed Island,OVA,96893,"Togashi, Yoshihiro",Original Creator,original_creator,Japanese,20902,6591,20902,AniList,staff_id_anilist:96893
138,138.0,Hunter x Hunter: Greed Island,OVA,109509,"Matsushita, Yukihiro",Director,director,Japanese,1,3,3,AniList,staff_id_anilist:109509
139,139.0,Hunter x Hunter: Greed Island Final,OVA,96893,"Togashi, Yoshihiro",Original Creator,original_creator,Japanese,20902,6591,20902,AniList,staff_id_anilist:96893
141,141.0,Jinki:Extend,TV,97979,"Tsunashima, Shirou",Original Creator,original_creator,Japanese,7,9,9,AniList,staff_id_anilist:97979
141,141.0,Jinki:Extend,TV,102608,"Murata, Masahiko",Director,director,Japanese,35,27,35,AniList,staff_id_anilist:102608
142,142.0,Kamikaze Kaitou Jeanne,TV,96878,"Tanemura, Arina",Original Creator,original_creator,Japanese,2019,452,2019,AniList,staff_id_anilist:96878
143,143.0,Kannazuki no Miko,TV,98000,Kaishaku,Original Creator,original_creator,Japanese,25,27,27,AniList,staff_id_anilist:98000
143,143.0,Kannazuki no Miko,TV,109785,"Yanagisawa, Tetsuya",Director,director,Japanese,33,11,33,AniList,staff_id_anilist:109785
144,144.0,Kanon,TV,97885,Key,Original Creator,original_creator,Japanese,3252,1507,3252,AniList,staff_id_anilist:97885
144,144.0,Kanon,TV,118631,"Hisaya, Naoki",Original Creator,original_creator,Japanese,13,9,13,AniList,staff_id_anilist:118631
144,144.0,Kanon,TV,100671,"Hinoue, Itaru",Original Character Design,original_character_design,Japanese,116,122,122,AniList,staff_id_anilist:100671
145,145.0,Kareshi Kanojo no Jijou,TV,96885,"Tsuda, Masami",Original Creator,original_creator,Japanese,70,33,70,AniList,staff_id_anilist:96885
145,145.0,Kareshi Kanojo no Jijou,TV,100111,"Anno, Hideaki",Director,director,Japanese,24335,7026,24335,AniList,staff_id_anilist:100111
146,146.0,Kono Minikuku mo Utsukushii Sekai,TV,101184,"Saeki, Shouji",Director,director,Japanese,19,14,19,AniList,staff_id_anilist:101184
147,147.0,Kimi ga Nozomu Eien,TV,189959,"Sugihara, Masanori",Original Character Design,original_character_design,Japanese,0,1,1,AniList,staff_id_anilist:189959
148,148.0,Kita e.: Diamond Dust Drops,TV,106976,"Shirohata, Bob",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:106976
149,149.0,Loveless,TV,96944,"Kouga, Yun",Original Creator,original_creator,Japanese,188,53,188,AniList,staff_id_anilist:96944
149,149.0,Loveless,TV,100315,"Kou, Yuu",Director,director,Japanese,8,2,8,AniList,staff_id_anilist:100315
150,150.0,Blood+,TV,100423,"Fujisaku, Junichi",Director,director,Japanese,14,5,14,AniList,staff_id_anilist:100423
150,150.0,Blood+,TV,101395,"Hashii, Chizu",Original Character Design,original_character_design,Japanese,1,5,5,AniList,staff_id_anilist:101395
151,151.0,Re: Cutie Honey,OVA,97992,"Nagai, Gou",Original Creator,original_creator,Japanese,0,1153,1153,AniList,staff_id_anilist:97992
152,152.0,Solty Rei,TV,103538,"Hiraike, Yoshimasa",Director,director,Japanese,11,5,11,AniList,staff_id_anilist:103538
153,153.0,Juuni Kokuki,TV,97723,"Ono, Fuyumi",Original Creator,original_creator,Japanese,323,122,323,AniList,staff_id_anilist:97723
153,153.0,Juuni Kokuki,TV,102408,"Kobayashi, Tsuneo",Director,director,Japanese,6,2,6,AniList,staff_id_anilist:102408
153,153.0,Juuni Kokuki,TV,102449,"Yamada, Akihiro",Original Character Design,original_character_design,Japanese,51,61,61,AniList,staff_id_anilist:102449
154,154.0,Shaman King,TV,96910,"Takei, Hiroyuki",Original Creator,original_creator,Japanese,402,165,402,AniList,staff_id_anilist:96910
154,154.0,Shaman King,TV,100083,"Mizushima, Seiji",Director,director,Japanese,127,42,127,AniList,staff_id_anilist:100083
155,155.0,X/1999,Movie,96877,CLAMP,Original Creator,original_creator,Japanese,8323,2795,8323,AniList,staff_id_anilist:96877
155,155.0,X/1999,Movie,102305,Rintarou,Director,director,Japanese,187,182,187,AniList,staff_id_anilist:102305
156,156.0,X,TV,96877,CLAMP,Original Creator,original_creator,Japanese,8323,2795,8323,AniList,staff_id_anilist:96877
156,156.0,X,TV,100812,"Kawajiri, Yoshiaki",Director,director,Japanese,827,307,827,AniList,staff_id_anilist:100812
157,157.0,Mahou Sensei Negima!,TV,96883,"Akamatsu, Ken",Original Creator,original_creator,Japanese,1139,158,1139,AniList,staff_id_anilist:96883
158,158.0,Maria-sama ga Miteru,TV,99748,"Konno, Oyuki",Original Creator,original_creator,Japanese,23,7,23,AniList,staff_id_anilist:99748
158,158.0,Maria-sama ga Miteru,TV,109509,"Matsushita, Yukihiro",Director,director,Japanese,1,3,3,AniList,staff_id_anilist:109509
158,158.0,Maria-sama ga Miteru,TV,106431,"Reine, Hibiki",Original Character Design,original_character_design,Japanese,6,3,6,AniList,staff_id_anilist:106431
159,159.0,Boukyaku no Senritsu,TV,114659,GJK,Original Story,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:114659
159,159.0,Boukyaku no Senritsu,TV,105384,"Nishikiori, Hiroshi",Director,director,Japanese,15,14,15,AniList,staff_id_anilist:105384
159,159.0,Boukyaku no Senritsu,TV,114657,"Katakura, Shinji",Original Character Design,original_character_design,Japanese,2,3,3,AniList,staff_id_anilist:114657
160,160.0,"Ima, Soko ni Iru Boku",TV,100640,"Daichi, Akitarou",Original Creator,original_creator,Japanese,91,38,91,AniList,staff_id_anilist:100640
160,160.0,"Ima, Soko ni Iru Boku",TV,100640,"Daichi, Akitarou",Director,director,Japanese,91,38,91,AniList,staff_id_anilist:100640
161,161.0,Peace Maker Kurogane,TV,97434,"Chrono, Nanae",Original Creator,original_creator,Japanese,68,16,68,AniList,staff_id_anilist:97434
161,161.0,Peace Maker Kurogane,TV,122071,"Hirata, Tomohiro",Director,director,Japanese,1,7,7,AniList,staff_id_anilist:122071
162,162.0,Pita Ten,TV,96898,Koge-Donbo*,Original Creator,original_creator,Japanese,229,113,229,AniList,staff_id_anilist:96898
162,162.0,Pita Ten,TV,101498,"Satou, Yuuzou",Director,director,Japanese,80,21,80,AniList,staff_id_anilist:101498
162,162.0,Pita Ten,TV,102538,"Kawase, Toshifumi",Director,director,Japanese,10,9,10,AniList,staff_id_anilist:102538
163,163.0,Power Stone,TV,109955,Capcom,Original Creator,original_creator,Japanese,56,131,131,AniList,staff_id_anilist:109955
163,163.0,Power Stone,TV,101671,"Oomori, Takahiro",Director,director,Japanese,646,143,646,AniList,staff_id_anilist:101671
164,164.0,Mononoke Hime,Movie,96870,"Miyazaki, Hayao",Original Creator,original_creator,Japanese,74407,12085,74407,AniList,staff_id_anilist:96870
164,164.0,Mononoke Hime,Movie,96870,"Miyazaki, Hayao",Director,director,Japanese,74407,12085,74407,AniList,staff_id_anilist:96870
165,165.0,RahXephon,TV,99075,"Izubuchi, Yutaka",Original Creator,original_creator,Japanese,79,122,122,AniList,staff_id_anilist:99075
165,165.0,RahXephon,TV,99075,"Izubuchi, Yutaka",Director,director,Japanese,79,122,122,AniList,staff_id_anilist:99075
166,166.0,Samurai 7,TV,100099,"Kurosawa, Akira",Original Creator,original_creator,Japanese,371,156,371,AniList,staff_id_anilist:100099
166,166.0,Samurai 7,TV,106698,"Takizawa, Toshifumi",Director,director,Japanese,5,5,5,AniList,staff_id_anilist:106698
167,167.0,Scrapped Princess,TV,97469,"Sakaki, Ichirou",Original Story,original_creator,Japanese,22,17,22,AniList,staff_id_anilist:97469
167,167.0,Scrapped Princess,TV,101389,"Masui, Souichi",Director,director,Japanese,93,42,93,AniList,staff_id_anilist:101389
168,168.0,s.CRY.ed,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
168,168.0,s.CRY.ed,TV,98066,"Taniguchi, Gorou",Director,director,Japanese,764,260,764,AniList,staff_id_anilist:98066
169,169.0,Shingetsutan Tsukihime,TV,98250,"Nasu, Kinoko",Original Creator,original_creator,Japanese,5159,2528,5159,AniList,staff_id_anilist:98250
169,169.0,Shingetsutan Tsukihime,TV,97582,Type-Moon,Original Creator,original_creator,Japanese,2963,2262,2963,AniList,staff_id_anilist:97582
169,169.0,Shingetsutan Tsukihime,TV,107257,"Sakurabi, Katsushi",Director,director,Japanese,6,16,16,AniList,staff_id_anilist:107257
169,169.0,Shingetsutan Tsukihime,TV,99054,"Takeuchi, Tomotaka",Original Character Design,original_character_design,Japanese,0,742,742,AniList,staff_id_anilist:99054
170,170.0,Slam Dunk,TV,96911,"Inoue, Takehiko",Original Creator,original_creator,Japanese,16613,7361,16613,AniList,staff_id_anilist:96911
171,171.0,Strange Dawn,TV,99002,"Satou, Junichi",Original Creator,original_creator,Japanese,946,617,946,AniList,staff_id_anilist:99002
171,171.0,Strange Dawn,TV,151872,"Koumoto, Shougo",Director,director,Japanese,1,0,1,AniList,staff_id_anilist:151872
173,173.0,Tactics,TV,96940,"Kinoshita, Sakura",Original Creator,original_creator,Japanese,20,4,20,AniList,staff_id_anilist:96940
173,173.0,Tactics,TV,96941,"Higashiyama, Kazuko",Original Creator,original_creator,Japanese,2,3,3,AniList,staff_id_anilist:96941
173,173.0,Tactics,TV,101189,"Watanabe, Hiroshi",Director,director,Japanese,4,8,8,AniList,staff_id_anilist:101189
174,174.0,Tenjou Tenge,TV,96932,"Oogure, Ito",Original Creator,original_creator,Japanese,0,437,437,AniList,staff_id_anilist:96932
174,174.0,Tenjou Tenge,TV,102538,"Kawase, Toshifumi",Director,director,Japanese,10,9,10,AniList,staff_id_anilist:102538
175,175.0,Tokyo Underground,TV,98524,"Uraku, Akinobu",Original Creator,original_creator,Japanese,0,0,0,AniList,staff_id_anilist:98524
175,175.0,Tokyo Underground,TV,100843,"Date, Hayato",Director,director,Japanese,74,18,74,AniList,staff_id_anilist:100843
176,176.0,Triangle Heart: Sweet Songs Forever,OVA,103826,"Tsuzuki, Masaki",Original Creator,original_creator,Japanese,24,16,24,AniList,staff_id_anilist:103826
176,176.0,Triangle Heart: Sweet Songs Forever,OVA,100089,"Shinbou, Akiyuki",Director,director,Japanese,10022,3505,10022,AniList,staff_id_anilist:100089
177,177.0,Tsubasa Chronicle,TV,96877,CLAMP,Original Creator,original_creator,Japanese,8323,2795,8323,AniList,staff_id_anilist:96877
177,177.0,Tsubasa Chronicle,TV,100094,"Mashimo, Kouichi",Director,director,Japanese,97,49,97,AniList,staff_id_anilist:100094
178,178.0,Ultra Maniac,TV,96945,"Yoshizumi, Wataru",Original Creator,original_creator,Japanese,216,62,216,AniList,staff_id_anilist:96945
179,179.0,Ultra Maniac OVA,OVA,96945,"Yoshizumi, Wataru",Original Creator,original_creator,Japanese,216,62,216,AniList,staff_id_anilist:96945
179,179.0,Ultra Maniac OVA,OVA,136442,"Shimazaki, Nanako",Director,director,Japanese,0,2,2,AniList,staff_id_anilist:136442
180,180.0,Vandread,TV,97797,"Mori, Takeshi",Original Creator,original_creator,Japanese,9,11,11,AniList,staff_id_anilist:97797
180,180.0,Vandread,TV,97797,"Mori, Takeshi",Director,director,Japanese,9,11,11,AniList,staff_id_anilist:97797
180,180.0,Vandread,TV,97138,"Akane, Kotetsu",Original Character Design,original_character_design,Japanese,2,5,5,AniList,staff_id_anilist:97138
181,181.0,Vandread: The Second Stage,TV,103538,"Hiraike, Yoshimasa",Director,director,Japanese,11,5,11,AniList,staff_id_anilist:103538
182,182.0,Tenkuu no Escaflowne,TV,97501,"Kawamori, Shouji",Original Creator,original_creator,Japanese,585,331,585,AniList,staff_id_anilist:97501
182,182.0,Tenkuu no Escaflowne,TV,97197,"Yatate, Hajime",Original Creator,original_creator,Japanese,156,203,203,AniList,staff_id_anilist:97197
182,182.0,Tenkuu no Escaflowne,TV,102416,"Akane, Kazuki",Director,director,Japanese,104,76,104,AniList,staff_id_anilist:102416
183,183.0,Whistle!,TV,96912,"Higuchi, Daisuke",Original Creator,original_creator,Japanese,9,6,9,AniList,staff_id_anilist:96912
183,183.0,Whistle!,TV,105280,"Fukutomi, Hiroshi",Director,director,Japanese,5,0,5,AniList,staff_id_anilist:105280
184,184.0,Xenosaga The Animation,TV,124784,"Takahashi, Tetsuya",Original Creator,original_creator,Japanese,115,84,115,AniList,staff_id_anilist:124784
184,184.0,Xenosaga The Animation,TV,107719,"Saga, Soraya",Original Creator,original_creator,Japanese,18,40,40,AniList,staff_id_anilist:107719
184,184.0,Xenosaga The Animation,TV,101459,"Yamauchi, Shigeyasu",Director,director,Japanese,84,84,84,AniList,staff_id_anilist:101459
185,185.0,Initial D First Stage,TV,97357,"Shigeno, Shuuichi",Original Creator,original_creator,Japanese,532,234,532,AniList,staff_id_anilist:97357
